pedido_id,cliente_id,fecha_pedido,total_pedido,estado,canal,ciudad_entrega,metodo_pago
7621,1139,2023-04-02,1238.30,"En camino","Tienda física",Trujillo,Yape
7622,1904,2023-03-22,15896.31,Devuelto,App,Cajamarca,"Tarjeta de débito"
7623,1472,2023-11-07,1158.45,Entregado,Web,Trujillo,Efectivo
7624,2392,2024-12-16,6577.90,Cancelado,"Tienda física",Cajamarca,Efectivo
7625,2487,2023-07-13,14809.65,"En camino","Tienda física",Iquitos,Efectivo
7626,2301,2024-07-07,559.33,Entregado,Web,Lima,Yape
7627,2948,2023-09-20,840.90,Devuelto,"Tienda física",Arequipa,Yape
7628,1185,2022-12-02,30869.02,Cancelado,"Tienda física",Piura,"Tarjeta de crédito"
7629,1867,2022-11-20,2723.00,Entregado,"Tienda física",Chiclayo,Efectivo
7630,2018,2023-05-12,1948.33,"En camino",App,Huancayo,"Tarjeta de crédito"
7631,2657,2023-10-24,7395.82,"En camino",App,Piura,"Tarjeta de crédito"
7632,1193,2024-05-04,9975.04,"En camino",App,Tacna,Yape
7633,1648,2024-04-30,259.43,Cancelado,App,Chiclayo,Efectivo
7634,1867,2027-12-31,6070.24,Devuelto,App,Lima,"Tarjeta de crédito"
7635,1111,2024-09-03,184.97,Cancelado,Web,Cajamarca,Yape
7636,1711,2022-06-18,1101.60,Devuelto,App,Chiclayo,Yape
7637,2079,2023-12-24,19859.63,Devuelto,App,Lima,Efectivo
7638,1902,2023-05-26,13764.04,Cancelado,"Tienda física",Cajamarca,Efectivo
7639,2172,2022-02-10,423.28,Cancelado,App,Cusco,"Tarjeta de débito"
7640,1127,2022-12-12,11796.70,Entregado,App,Huancayo,"Tarjeta de débito"
7641,1765,2022-12-07,16717.66,Cancelado,"Tienda física",Arequipa,Efectivo
7642,1265,2024-06-02,4638.77,"En camino","Tienda física",Chiclayo,"Tarjeta de débito"
7643,1368,2022-12-01,1586.29,Entregado,Web,Cajamarca,Efectivo
7644,1524,2023-09-09,4171.02,Cancelado,"Tienda física",Huancayo,"Tarjeta de débito"
7645,1619,2024-08-10,6509.40,Devuelto,"Tienda física",Arequipa,Yape
7646,1154,2023-04-29,13541.67,Devuelto,Web,Cajamarca,Efectivo
7647,1429,2024-04-04,6005.03,Devuelto,"Tienda física",Arequipa,"Tarjeta de débito"
7648,1503,2023-10-27,2532.68,Cancelado,App,Trujillo,Yape
7649,2210,2022-01-22,4426.14,"En camino","Tienda física",Cusco,Efectivo
7650,1669,2022-03-29,3499.19,Entregado,"Tienda física",Lima,Efectivo
7651,1630,2023-02-20,26423.13,"En camino",App,Trujillo,Efectivo
7652,1906,2022-10-21,11409.19,Entregado,"Tienda física",Trujillo,Efectivo
7653,2162,2022-02-02,5950.87,Devuelto,"Tienda física",Arequipa,Efectivo
7654,1544,2022-03-19,1019.05,"En camino",App,Chiclayo,Efectivo
7655,1116,2022-04-24,2406.29,"En camino",App,Trujillo,Yape
7656,2454,2024-06-04,922.38,Devuelto,Web,Arequipa,Yape
7657,1769,2023-09-08,1487.60,Devuelto,App,Huancayo,Efectivo
7658,2984,2024-07-17,13338.84,"En camino",App,Cusco,Efectivo
7659,1542,2024-04-12,5150.64,Cancelado,App,Huancayo,Efectivo
7660,2499,2022-05-19,12719.20,Cancelado,App,Trujillo,"Tarjeta de crédito"
7661,2527,2023-10-01,2441.17,"En camino",App,Lima,"Tarjeta de débito"
7662,1749,2023-09-09,694.03,Devuelto,App,Arequipa,Efectivo
7663,1438,2022-10-26,1459.43,Devuelto,Web,Cajamarca,Efectivo
7664,1199,2024-07-13,14654.08,"En camino","Tienda física",Arequipa,Efectivo
7665,2393,2024-10-27,2780.71,Entregado,"Tienda física",Arequipa,"Tarjeta de débito"
7666,2663,2024-09-28,14698.99,Devuelto,App,Arequipa,Efectivo
7667,1656,2023-05-26,3655.12,Cancelado,App,Cusco,"Tarjeta de débito"
7668,2423,2023-10-28,13661.48,Entregado,App,Cusco,Efectivo
7669,2924,2023-10-14,6616.38,Devuelto,"Tienda física",Arequipa,Efectivo
7670,2880,2023-06-17,5013.08,"En camino","Tienda física",Trujillo,Yape
7671,1958,2022-04-18,7263.76,Entregado,"Tienda física",Trujillo,Efectivo
7672,2196,2023-08-05,4901.90,Devuelto,"Tienda física",Lima,Efectivo
7673,1112,2022-12-27,4320.11,Entregado,Web,Arequipa,"Tarjeta de crédito"
7674,1654,2023-05-25,6775.30,Cancelado,App,Cajamarca,Efectivo
7675,2481,2022-09-13,5201.93,"En camino",App,Lima,"Tarjeta de crédito"
7676,1943,2024-03-31,2956.02,Cancelado,"Tienda física",Huancayo,Yape
7677,1253,2024-10-06,8485.47,"En camino",App,Trujillo,"Tarjeta de débito"
7678,2173,2022-10-22,3547.82,"En camino",App,Iquitos,"Tarjeta de crédito"
7679,2912,2022-05-06,14285.17,"En camino","Tienda física",Tacna,Efectivo
7680,2506,2024-06-05,597.94,Devuelto,"Tienda física",Huancayo,Efectivo
7681,1164,2024-06-26,12920.94,Entregado,"Tienda física",Chiclayo,"Tarjeta de crédito"
7682,2554,2024-01-15,8129.88,"En camino",Web,Chiclayo,Efectivo
7683,2317,2023-07-03,2382.43,Entregado,"Tienda física",Cajamarca,"Tarjeta de crédito"
7684,2910,2023-04-06,1103.93,Entregado,Web,Chiclayo,Efectivo
7685,2075,2023-02-07,7958.30,"En camino",App,Lima,"Tarjeta de débito"
7686,2306,2023-09-19,7221.87,Devuelto,"Tienda física",Piura,"Tarjeta de débito"
7687,2179,2023-04-19,7902.00,"En camino","Tienda física",Cajamarca,Efectivo
7688,2089,2024-03-30,2321.98,"En camino",Web,Chiclayo,Efectivo
7689,1815,2022-02-09,1976.02,Entregado,"Tienda física",Cusco,Efectivo
7690,1891,2023-07-22,6265.03,Devuelto,App,Cusco,Yape
7691,2976,2023-10-17,384.39,Devuelto,Web,Iquitos,"Tarjeta de débito"
7692,2523,2023-03-11,1909.09,Devuelto,"Tienda física",Chiclayo,Yape
7693,2919,2023-01-11,728.97,"En camino",Web,Tacna,"Tarjeta de débito"
7694,1616,2023-12-12,728.29,Devuelto,Web,Lima,Efectivo
7695,2736,2022-12-24,7109.04,"En camino",Web,Trujillo,Yape
7696,2472,2024-11-17,11638.31,Entregado,"Tienda física",Huancayo,Yape
7697,1829,2024-08-18,9529.35,Cancelado,App,Piura,Efectivo
7698,2190,2023-04-01,5887.54,Cancelado,App,Tacna,Efectivo
7699,1440,2023-11-16,7216.39,Entregado,Web,Arequipa,"Tarjeta de crédito"
7700,1880,2024-07-24,12094.37,Cancelado,App,Trujillo,"Tarjeta de crédito"
7701,1677,2023-02-10,1496.61,Devuelto,"Tienda física",Piura,Efectivo
7702,1796,2023-05-24,1987.88,Devuelto,"Tienda física",Trujillo,Yape
7703,2813,2024-11-12,9392.11,Entregado,"Tienda física",Arequipa,"Tarjeta de débito"
7704,1253,2022-07-21,16651.86,Devuelto,Web,Arequipa,Efectivo
7705,2135,2023-03-30,7815.12,Cancelado,App,Piura,Efectivo
7706,1482,2023-05-20,11541.93,Cancelado,App,Lima,Efectivo
7707,1399,2022-02-10,18867.06,"En camino","Tienda física",Tacna,Efectivo
7708,2805,2024-09-12,8663.99,"En camino",Web,Cusco,"Tarjeta de crédito"
7709,1661,2023-04-22,85.49,Cancelado,Web,Tacna,Yape
7710,2462,2023-07-22,8541.36,Cancelado,Web,Trujillo,"Tarjeta de crédito"
7711,2244,2023-11-29,5773.56,"En camino",App,Iquitos,"Tarjeta de crédito"
7712,2014,2023-05-25,1687.41,"En camino",Web,Lima,Efectivo
7713,1541,2023-03-03,8374.05,Cancelado,Web,Cajamarca,Yape
7714,2285,2022-04-14,9651.13,"En camino","Tienda física",Iquitos,"Tarjeta de crédito"
7715,2374,2023-01-06,8731.12,Entregado,Web,Trujillo,Efectivo
7716,2146,2023-04-17,2666.78,Devuelto,"Tienda física",Trujillo,"Tarjeta de débito"
7717,1943,2024-05-16,859.36,Entregado,Web,Cajamarca,"Tarjeta de crédito"
7718,1811,2023-09-28,17515.81,Cancelado,Web,Piura,"Tarjeta de débito"
7719,2121,2022-07-27,10225.81,"En camino",Web,Cusco,"Tarjeta de crédito"
7720,2956,2023-01-02,2580.58,Cancelado,Web,Trujillo,Efectivo
7721,1015,2022-11-09,970.69,"En camino",App,Lima,"Tarjeta de débito"
7722,1767,2023-08-24,6799.64,Entregado,App,Cajamarca,Yape
7723,2407,2024-09-01,8249.08,Devuelto,Web,Chiclayo,Efectivo
7724,1960,2023-06-04,6658.29,Devuelto,App,Iquitos,Yape
7725,1101,2022-02-14,2555.01,"En camino",App,Iquitos,Yape
7726,2582,2024-02-06,5085.29,"En camino",Web,Cuzco,"Tarjeta de débito"
7727,1381,2023-01-26,337.49,Devuelto,"Tienda física",Arequipa,"Tarjeta de débito"
7728,2988,2024-07-28,3445.18,Entregado,App,Lima,Efectivo
7729,1498,2022-11-19,4834.85,"En camino",Web,Chiclayo,Efectivo
7730,2528,2022-04-23,3196.11,Entregado,"Tienda física",Cajamarca,Efectivo
7731,2422,2023-05-11,5205.39,Entregado,"Tienda física",Cajamarca,Efectivo
7732,1980,2023-04-17,7727.72,Entregado,"Tienda física",Iquitos,Efectivo
7733,2736,2023-12-12,7533.75,Entregado,"Tienda física",Trujillo,Yape
7734,1971,2022-04-02,12108.04,Entregado,Web,Cajamarca,Yape
7735,2642,2023-10-26,2423.51,"En camino","Tienda física",Huancayo,"Tarjeta de débito"
7736,2498,2022-05-29,1032.37,Devuelto,"Tienda física",Lima,"Tarjeta de débito"
7737,1182,2024-03-29,20233.36,Cancelado,"Tienda física",Arequipa,"Tarjeta de débito"
7738,2111,2022-04-09,7509.63,Entregado,App,Chiclayo,"Tarjeta de débito"
7739,1544,2022-09-15,22834.39,Cancelado,"Tienda física",Huancayo,Yape
7740,1501,2023-05-25,1752.68,Cancelado,"Tienda física",Arequipa,"Tarjeta de débito"
7741,2753,2022-09-28,5273.81,"En camino","Tienda física",Trujillo,"Tarjeta de crédito"
7742,1013,2023-10-31,1814.30,"En camino",Web,Piura,"Tarjeta de débito"
7743,2651,2022-07-16,435.60,"En camino",App,Chiclayo,Efectivo
7744,2316,2022-02-28,6292.53,Entregado,App,Cusco,Efectivo
7745,1206,2024-09-25,4057.55,Entregado,App,Iquitos,"Tarjeta de débito"
7746,2155,2022-07-03,3187.41,Cancelado,"Tienda física",Tacna,"Tarjeta de débito"
7747,1381,2024-01-19,1354.74,Devuelto,"Tienda física",Iquitos,"Tarjeta de crédito"
7748,1336,2027-12-31,6680.42,Devuelto,App,Tacna,Efectivo
7749,1053,2023-10-27,6928.77,Entregado,App,Iquitos,"Tarjeta de débito"
7750,2236,2024-12-30,11683.96,Cancelado,App,Cusco,"Tarjeta de débito"
7751,1738,2024-10-18,6595.33,Devuelto,App,Piura,Efectivo
7752,1886,2022-04-21,11250.03,Devuelto,App,Trujillo,"Tarjeta de crédito"
7753,2002,2023-07-01,25347.07,Entregado,"Tienda física",Chiclayo,"Tarjeta de débito"
7754,1496,2022-04-18,8452.31,"En camino",Web,Lima,Efectivo
7755,1445,2023-07-14,6014.84,Devuelto,App,Piura,"Tarjeta de débito"
7756,1389,2022-11-08,1648.38,"En camino","Tienda física",Arequipa,Yape
7757,2742,2022-11-08,10899.88,Cancelado,App,Trujillo,Efectivo
7758,2674,2023-09-05,1844.72,Entregado,"Tienda física",Lima,Efectivo
7759,1295,2023-11-30,8225.27,Entregado,App,Trujillo,Efectivo
7760,2414,2024-03-16,23105.17,Devuelto,Web,Huancayo,"Tarjeta de crédito"
7761,2447,2023-09-18,5732.93,"En camino",App,Lima,"Tarjeta de crédito"
7762,2237,2022-05-26,6306.14,"En camino","Tienda física",Cuzco,"Tarjeta de débito"
7763,2431,2022-06-11,16549.70,Devuelto,"Tienda física",Arequipa,"Tarjeta de débito"
7764,1982,2022-11-17,5281.68,"En camino","Tienda física",Iquitos,"Tarjeta de crédito"
7765,1436,2024-01-31,5311.37,Entregado,App,Cajamarca,Yape
7766,2611,2024-02-02,8025.30,Entregado,App,Trujillo,Efectivo
7767,2398,2022-06-29,2403.05,Cancelado,"Tienda física",Huancayo,Efectivo
7768,1273,2022-09-27,1832.29,Entregado,"Tienda física",Chiclayo,Efectivo
7769,1431,2023-10-19,2771.10,Cancelado,Web,Tacna,"Tarjeta de crédito"
7770,2159,2023-04-22,2613.64,Cancelado,"Tienda física",Huancayo,"Tarjeta de crédito"
7771,2763,2024-11-11,9355.03,Entregado,Web,Piura,Efectivo
7772,1830,2022-03-14,7479.22,Devuelto,App,Lima,"Tarjeta de crédito"
7773,1593,2024-09-22,4880.59,"En camino",App,Trujillo,Efectivo
7774,1531,2024-11-24,2597.08,Entregado,App,Cajamarca,"Tarjeta de débito"
7775,1082,2022-06-04,1270.62,Devuelto,"Tienda física",Cajamarca,Yape
7776,1382,2022-07-06,1509.57,"En camino",Web,Lima,"Tarjeta de débito"
7777,2779,2023-05-26,62.44,"En camino",App,Huancayo,Efectivo
7778,2149,2023-12-09,1820.60,Entregado,Web,Arequipa,Efectivo
7779,2888,2022-02-13,609.66,Cancelado,Web,Cusco,Yape
7780,1274,2023-12-17,10740.99,Cancelado,"Tienda física",Cusco,"Tarjeta de débito"
7781,1660,2023-04-03,10964.51,Devuelto,Web,Cajamarca,"Tarjeta de crédito"
7782,1492,2023-09-28,14506.53,Devuelto,App,Lima,"Tarjeta de crédito"
7783,2563,2023-06-05,17526.32,"En camino",Web,Cusco,Efectivo
7784,1336,2022-05-21,7109.64,"En camino",Web,Chiclayo,Yape
7785,2671,2024-08-21,2841.26,Cancelado,App,Trujillo,Efectivo
7786,1809,2022-08-14,674.60,Devuelto,App,Trujillo,"Tarjeta de crédito"
7787,2915,2023-11-14,2790.45,"En camino",Web,Piura,Efectivo
7788,2647,2024-10-15,1913.37,Devuelto,App,Tacna,Yape
7789,2835,2023-10-06,17892.63,Cancelado,"Tienda física",Arequipa,"Tarjeta de crédito"
7790,2975,2024-01-04,9182.02,Entregado,App,Iquitos,"Tarjeta de débito"
7791,1943,2024-10-13,9053.51,Cancelado,"Tienda física",Iquitos,Efectivo
7792,1771,2022-09-06,19281.49,Cancelado,"Tienda física",Piura,"Tarjeta de crédito"
7793,2265,2024-03-14,14213.52,Devuelto,"Tienda física",Trujillo,"Tarjeta de débito"
7794,2761,2024-06-04,15477.20,"En camino",App,Lima,Yape
7795,2216,2023-04-18,30782.79,Devuelto,App,Chiclayo,Yape
7796,2337,2022-12-22,2299.26,Cancelado,"Tienda física",Piura,Efectivo
7797,1383,2024-11-20,10131.74,Devuelto,"Tienda física",Lima,"Tarjeta de crédito"
7798,1529,2022-09-27,13255.74,Entregado,Web,Chiclayo,Efectivo
7799,1339,2023-07-23,21940.73,Entregado,"Tienda física",Lima,Yape
7800,1900,2024-04-18,1002.51,Entregado,Web,Arequipa,Efectivo
7801,1970,2023-05-19,7917.90,"En camino",App,Lima,"Tarjeta de crédito"
7802,2881,2022-02-05,19244.02,Entregado,Web,Cajamarca,Efectivo
7803,1485,2024-05-31,1378.05,Entregado,App,Iquitos,Efectivo
7804,2274,2022-09-04,26863.88,Entregado,"Tienda física",Cusco,Efectivo
7805,2911,2024-04-20,8269.65,Entregado,Web,Huancayo,Efectivo
7806,2453,2022-10-02,2420.68,Cancelado,"Tienda física",Cajamarca,"Tarjeta de débito"
7807,1327,2022-06-02,2069.82,Entregado,App,Huancayo,"Tarjeta de débito"
7808,1459,2024-01-17,6127.38,Entregado,"Tienda física",Iquitos,Efectivo
7809,2477,2024-06-04,16729.95,"En camino",Web,Cusco,"Tarjeta de débito"
7810,2096,2023-05-02,10923.66,Cancelado,App,Piura,"Tarjeta de crédito"
7811,2777,2023-10-10,2356.90,Devuelto,Web,Cajamarca,"Tarjeta de crédito"
7812,1693,2022-09-27,165.81,Cancelado,App,Arequipa,Efectivo
7813,2335,2022-01-19,1607.94,Devuelto,"Tienda física",Iquitos,Efectivo
7814,1289,2022-01-02,832.48,Devuelto,"Tienda física",Huancayo,Yape
7815,1096,2024-07-27,6667.79,Cancelado,"Tienda física",Cajamarca,Efectivo
7816,1280,2024-06-11,905.69,Cancelado,Web,Iquitos,"Tarjeta de crédito"
7817,1489,2022-05-30,895.14,Entregado,App,Iquitos,"Tarjeta de crédito"
7818,2405,2023-10-03,1619.01,Cancelado,"Tienda física",Piura,"Tarjeta de crédito"
7819,1374,2022-03-27,9564.55,Entregado,"Tienda física",Cuzco,Efectivo
7820,1045,2023-08-16,6534.37,Devuelto,Web,Trujillo,Efectivo
7821,2179,2022-11-12,4346.37,Entregado,App,Chiclayo,Efectivo
7822,1193,2022-04-23,7663.79,Entregado,App,Piura,"Tarjeta de crédito"
7823,1515,2023-10-06,3829.54,Entregado,App,Huancayo,Efectivo
7824,2411,2024-02-29,7051.09,Devuelto,"Tienda física",Arequipa,"Tarjeta de débito"
7825,1001,2024-10-22,11682.21,Cancelado,App,Trujillo,Yape
7826,1134,2024-01-05,8040.66,Cancelado,App,Piura,Efectivo
7827,1867,2024-05-10,3663.69,Cancelado,Web,Huancayo,Efectivo
7828,2264,2024-07-01,10807.08,Devuelto,App,Cuzco,"Tarjeta de débito"
7829,1387,2024-08-01,2088.89,Devuelto,"Tienda física",Lima,"Tarjeta de crédito"
7830,1467,2022-06-08,4309.44,Devuelto,Web,Arequipa,Efectivo
7831,2559,2023-09-19,969.86,Cancelado,Web,Lima,"Tarjeta de crédito"
7832,2636,2023-01-24,1401.56,Entregado,"Tienda física",Tacna,Yape
7833,1359,2023-03-18,13542.52,"En camino","Tienda física",Lima,Efectivo
7834,2058,2024-05-15,15079.95,"En camino",Web,Arequipa,Efectivo
7835,1572,2022-02-19,1305.01,Entregado,App,Tacna,"Tarjeta de crédito"
7836,1601,2024-10-31,2403.84,"En camino",App,Arequipa,"Tarjeta de crédito"
7837,1284,2022-03-28,8493.95,Entregado,App,Lima,Efectivo
7838,1436,2022-03-19,18268.59,Entregado,Web,Chiclayo,Yape
7839,2970,2022-08-12,239.11,Devuelto,Web,Lima,Yape
7840,1609,2022-04-01,13413.37,Entregado,App,Cuzco,"Tarjeta de débito"
7841,2014,2022-06-11,21760.68,Cancelado,App,Tacna,Efectivo
7842,2352,2023-08-06,5736.22,Devuelto,Web,Chiclayo,"Tarjeta de débito"
7843,1145,2024-05-05,5502.40,Cancelado,"Tienda física",Arequipa,Yape
7844,2239,2022-07-16,6883.94,Cancelado,Web,Huancayo,"Tarjeta de débito"
7845,2211,2022-04-13,6713.96,"En camino","Tienda física",Cusco,Yape
7846,2076,2023-03-20,7626.50,Cancelado,Web,Piura,"Tarjeta de débito"
7847,1306,2022-11-01,6414.76,Devuelto,App,Arequipa,Yape
7848,2822,2024-09-21,7977.16,Cancelado,"Tienda física",Huancayo,"Tarjeta de débito"
7849,2246,2024-11-17,12244.28,"En camino",Web,Trujillo,"Tarjeta de crédito"
7850,1019,2024-12-10,16619.49,Cancelado,App,Cuzco,Yape
7851,2638,2024-10-22,12767.96,"En camino",Web,Tacna,Yape
7852,2378,2022-07-21,1239.76,Cancelado,"Tienda física",Lima,"Tarjeta de débito"
7853,1990,2023-03-01,10521.65,Devuelto,App,Tacna,"Tarjeta de crédito"
7854,1679,2022-03-20,457.72,Cancelado,"Tienda física",Lima,"Tarjeta de crédito"
7855,2680,2023-07-30,182.98,Devuelto,Web,Tacna,"Tarjeta de débito"
7856,1658,2024-03-11,2638.07,"En camino",App,Arequipa,Efectivo
7857,2766,2022-08-23,6382.81,"En camino",Web,Iquitos,Efectivo
7858,1173,2024-03-01,1369.03,"En camino",App,Huancayo,"Tarjeta de crédito"
7859,1673,2023-05-13,177.78,Entregado,Web,Arequipa,"Tarjeta de crédito"
7860,2726,2024-12-07,9948.09,Entregado,Web,Trujillo,Efectivo
7861,1551,2022-08-22,4028.81,Cancelado,"Tienda física",Cajamarca,Efectivo
7862,2414,2024-04-14,3106.27,Cancelado,App,Lima,Yape
7863,1701,2024-11-06,8979.94,Cancelado,App,Arequipa,Yape
7864,1260,2024-08-26,20201.19,"En camino",Web,Iquitos,Efectivo
7865,2837,2023-12-23,3714.12,"En camino",Web,Lima,Yape
7866,1797,2022-07-01,10344.82,"En camino",Web,Huancayo,"Tarjeta de débito"
7867,1118,2024-12-16,5898.89,Devuelto,"Tienda física",Arequipa,Efectivo
7868,2874,2023-12-25,956.06,Cancelado,Web,Chiclayo,Yape
7869,2897,2024-05-11,2645.95,Cancelado,Web,Tacna,Yape
7870,1907,2022-04-04,8043.30,"En camino","Tienda física",Lima,Yape
7871,1663,2023-12-19,4904.84,Devuelto,Web,Cusco,Efectivo
7872,1894,2022-03-14,6586.98,Cancelado,Web,Huancayo,Efectivo
7873,2165,2024-02-21,6972.52,Entregado,App,Arequipa,"Tarjeta de crédito"
7874,2413,2023-11-16,4029.15,Devuelto,App,Chiclayo,Yape
7875,2248,2024-03-30,1102.14,Entregado,App,Lima,Efectivo
7876,2275,2022-11-25,7540.40,Entregado,"Tienda física",Huancayo,Efectivo
7877,1143,2024-02-18,3948.71,"En camino","Tienda física",Chiclayo,Efectivo
7878,1414,2024-09-07,4533.72,"En camino",App,Iquitos,Yape
7879,2129,2022-12-27,3581.01,Devuelto,App,Arequipa,"Tarjeta de débito"
7880,2965,2024-12-09,5568.91,"En camino",App,Lima,Efectivo
7881,1453,2022-03-12,1805.11,Cancelado,App,Piura,Efectivo
7882,1255,2022-01-25,4328.00,Entregado,"Tienda física",Iquitos,Yape
7883,1061,2024-09-08,2266.86,Cancelado,"Tienda física",Tacna,Efectivo
7884,1008,2022-11-16,5712.58,Devuelto,App,Piura,Efectivo
7885,2468,2024-09-26,3387.57,Entregado,Web,Huancayo,Yape
7886,2705,2022-11-17,6677.31,"En camino","Tienda física",Piura,Yape
7887,1806,2022-01-04,1615.21,Entregado,"Tienda física",Chiclayo,Yape
7888,2616,2022-08-18,6817.48,"En camino",Web,Cusco,Efectivo
7889,1583,2023-08-18,11845.39,Entregado,"Tienda física",Trujillo,Efectivo
7890,1504,2024-07-05,1459.44,Devuelto,App,Arequipa,Efectivo
7891,1438,2022-11-13,1760.22,Devuelto,App,Chiclayo,Yape
7892,2380,2023-01-31,5797.34,"En camino","Tienda física",Lima,"Tarjeta de débito"
7893,1317,2024-07-27,16315.73,Cancelado,Web,Lima,Yape
7894,1378,2023-03-08,6548.47,Entregado,"Tienda física",Cajamarca,Yape
7895,2585,2023-12-22,14482.67,Cancelado,App,Cusco,Yape
7896,2554,2024-05-10,5336.71,Devuelto,App,Trujillo,Efectivo
7897,1886,2023-08-03,8856.60,Entregado,App,Iquitos,Yape
7898,2281,2022-02-06,4396.97,"En camino",App,Tacna,Yape
7899,2485,2024-08-12,6052.56,"En camino",Web,Tacna,Efectivo
7900,2596,2024-11-22,3217.32,"En camino",Web,Iquitos,"Tarjeta de crédito"
7901,1309,2023-04-03,8054.56,Entregado,App,Huancayo,Yape
7902,2872,2022-02-28,32.63,Entregado,App,Cuzco,Yape
7903,1263,2024-12-28,12682.29,Entregado,App,Cuzco,Yape
7904,2010,2023-03-31,12113.06,Devuelto,"Tienda física",Cajamarca,Yape
7905,1921,2022-04-12,7878.49,Cancelado,Web,Piura,Efectivo
7906,1958,2024-03-30,10938.50,"En camino",App,Huancayo,Efectivo
7907,1957,2024-06-27,12434.59,"En camino",Web,Lima,Efectivo
7908,1448,2024-12-01,12891.17,"En camino","Tienda física",Chiclayo,"Tarjeta de crédito"
7909,1418,2024-01-31,2216.18,Devuelto,"Tienda física",Arequipa,Efectivo
7910,2924,2022-07-31,2277.09,"En camino",Web,Tacna,Efectivo
7911,1155,2023-06-07,8647.83,"En camino","Tienda física",Lima,"Tarjeta de débito"
7912,1849,2023-12-11,12453.51,Entregado,App,Iquitos,Yape
7913,2816,2023-08-05,8682.45,Entregado,"Tienda física",Chiclayo,Efectivo
7914,2487,2023-02-23,42.87,Cancelado,"Tienda física",Chiclayo,Efectivo
7915,2037,2024-04-23,14903.72,Devuelto,App,Cajamarca,"Tarjeta de crédito"
7916,2434,2024-08-03,10699.70,Cancelado,App,Cusco,Efectivo
7917,2967,2022-06-12,1232.36,Devuelto,Web,Trujillo,Yape
7918,1070,2023-06-17,8525.91,"En camino",App,Huancayo,"Tarjeta de crédito"
7919,2956,2024-03-04,7243.66,Entregado,"Tienda física",Piura,"Tarjeta de débito"
7920,1816,2024-09-11,2695.71,Devuelto,App,Cusco,"Tarjeta de débito"
7921,1823,2023-06-24,9928.44,Cancelado,App,Cuzco,"Tarjeta de crédito"
7922,2902,2022-03-14,12547.60,Entregado,"Tienda física",Cuzco,"Tarjeta de débito"
7923,1612,2024-06-09,24955.26,Entregado,App,Trujillo,"Tarjeta de crédito"
7924,2496,2024-02-16,8413.81,Entregado,Web,Arequipa,"Tarjeta de débito"
7925,1980,2024-12-14,17665.03,"En camino",Web,Iquitos,Yape
7926,1058,2024-11-20,13151.85,Devuelto,App,Cajamarca,Efectivo
7927,2896,2024-05-05,24274.03,Entregado,App,Arequipa,Yape
7928,2644,2024-07-09,8530.58,Entregado,Web,Tacna,Efectivo
7929,1908,2024-02-03,6868.67,Devuelto,Web,Chiclayo,"Tarjeta de crédito"
7930,1008,2022-05-21,26699.79,"En camino",Web,Trujillo,Yape
7931,1425,2023-11-23,6930.99,Cancelado,Web,Huancayo,"Tarjeta de débito"
7932,2144,2024-10-03,13141.42,"En camino",App,Lima,Efectivo
7933,1741,2022-07-26,9045.95,Devuelto,App,Lima,Yape
7934,1108,2022-06-22,19272.65,"En camino",Web,Lima,Efectivo
7935,1488,2024-05-20,247.90,Cancelado,App,Piura,"Tarjeta de débito"
7936,1776,2023-09-16,4923.81,Cancelado,Web,Cusco,Efectivo
7937,2634,2023-12-27,439.16,"En camino","Tienda física",Cusco,Efectivo
7938,1071,2024-06-01,4776.86,"En camino","Tienda física",Cusco,Yape
7939,1687,2022-04-04,2044.85,"En camino",App,Arequipa,Yape
7940,2259,2023-12-21,8326.80,Devuelto,Web,Piura,"Tarjeta de débito"
7941,1642,2024-01-19,1911.21,Entregado,"Tienda física",Iquitos,"Tarjeta de débito"
7942,1348,2024-04-03,22615.58,"En camino","Tienda física",Cajamarca,Yape
7943,2278,2023-03-01,671.80,Devuelto,"Tienda física",Lima,Yape
7944,2032,2023-09-14,11830.91,Entregado,"Tienda física",Arequipa,"Tarjeta de crédito"
7945,2631,2023-05-25,535.98,Entregado,Web,Arequipa,"Tarjeta de débito"
7946,1624,2022-07-03,15623.83,Entregado,Web,Lima,Yape
7947,1278,2024-10-28,15500.85,"En camino","Tienda física",Huancayo,"Tarjeta de débito"
7948,2291,2022-04-10,1530.50,Entregado,"Tienda física",Cajamarca,Efectivo
7949,1590,2024-06-17,17006.98,Cancelado,Web,Huancayo,Efectivo
7950,1174,2023-03-06,15228.57,Cancelado,App,Huancayo,"Tarjeta de débito"
7951,2491,2022-10-28,14064.46,Devuelto,"Tienda física",Arequipa,"Tarjeta de débito"
7952,2688,2022-02-03,7057.72,Cancelado,App,Piura,"Tarjeta de crédito"
7953,1077,2022-03-08,6672.77,"En camino","Tienda física",Lima,"Tarjeta de crédito"
7954,2312,2022-10-03,4322.32,Cancelado,App,Lima,"Tarjeta de débito"
7955,1969,2023-12-17,5587.74,"En camino","Tienda física",Piura,Yape
7956,2621,2024-12-19,1452.07,"En camino",App,Cajamarca,"Tarjeta de débito"
7957,2451,2023-12-10,14077.46,Devuelto,Web,Chiclayo,Yape
7958,1610,2024-05-27,11932.11,Entregado,Web,Tacna,Efectivo
7959,2491,2023-11-10,8090.93,Entregado,"Tienda física",Tacna,Efectivo
7960,1110,2023-03-15,1528.93,Cancelado,Web,Arequipa,Efectivo
7961,1271,2023-05-07,8056.64,"En camino","Tienda física",Cajamarca,"Tarjeta de débito"
