campana_id,cliente_id,nombre_campana,tipo_campana,variante_ab,fecha_envio,abierto,clic,convirtio,ingreso_generado
72601,1817,"Recuperación Carrito Abandonado",Correo,A,2023-11-20,1,0,0,0.00
72602,2293,"Black Friday 2023",WhatsApp,A,2024-09-13,1,0,0,0.00
72603,2310,"Fidelización Recurrentes",WhatsApp,A,2022-10-01,0,0,0,0.00
72604,2039,"Cyber Wow Mayo 2024",Correo,A,2022-10-10,0,0,0,0.00
72605,2486,"Día de la Madre 2024",SMS,B,2022-11-21,1,0,0,0.00
72606,2381,"Reactivación Q1 2024",SMS,B,2022-08-07,1,0,0,0.00
72607,2407,"Recuperación Carrito Abandonado",Push,A,2023-06-14,0,0,0,0.00
72608,2414,"Reactivación Q1 2024",Correo,B,2023-10-09,1,0,0,0.00
72609,2580,"Recuperación Carrito Abandonado",WhatsApp,A,2023-01-09,0,0,0,0.00
72610,2380,"Día de la Madre 2024",Correo,B,2023-08-31,0,0,0,0.00
72611,2241,"Black Friday 2023",SMS,A,2022-05-17,0,0,0,0.00
72612,2084,"Recuperación Carrito Abandonado",WhatsApp,A,2023-10-26,1,0,0,0.00
72613,1574,"Bienvenida Nuevo Cliente",WhatsApp,A,2022-01-14,0,0,0,0.00
72614,2018,"Cyber Wow Mayo 2024",WhatsApp,A,2023-02-12,0,0,0,0.00
72615,1568,"Black Friday 2023",WhatsApp,A,2023-09-21,0,0,0,0.00
72616,1806,"Día de la Madre 2024",SMS,B,2024-09-07,1,0,0,0.00
72617,2276,"Día de la Madre 2024",SMS,B,2022-08-19,1,0,0,0.00
72618,2222,"Día de la Madre 2024",Correo,B,2024-07-05,0,0,0,0.00
72619,1916,"Reactivación Q1 2024",WhatsApp,A,2023-09-01,0,0,0,0.00
72620,2688,"Recuperación Carrito Abandonado",Correo,A,2022-11-19,0,0,0,0.00
72621,2433,"Día de la Madre 2024",SMS,A,2022-07-04,1,0,0,0.00
72622,2699,"Reactivación Q1 2024",Push,B,2023-01-24,0,0,0,0.00
72623,2435,"Fidelización Recurrentes",SMS,B,2023-03-28,0,0,0,0.00
72624,1265,"Día de la Madre 2024",Push,A,2023-03-04,0,0,0,0.00
72625,1720,"Día de la Madre 2024",Correo,B,2022-07-08,0,0,0,0.00
72626,1587,"Cyber Wow Mayo 2024",WhatsApp,A,2023-04-18,1,0,0,0.00
72627,2565,"Día de la Madre 2024",Push,A,2023-06-26,1,0,0,0.00
72628,1845,"Día de la Madre 2024",Correo,B,2022-08-23,0,0,0,0.00
72629,1517,"Campaña Navidad 2023",WhatsApp,A,2024-04-16,0,0,0,0.00
72630,1886,"Recuperación Carrito Abandonado",WhatsApp,B,2024-11-23,0,0,0,0.00
72631,2496,"Campaña Navidad 2023",SMS,B,2023-10-02,1,0,0,0.00
72632,1225,"VIP Exclusivo Agosto",WhatsApp,B,2022-04-24,0,0,0,0.00
72633,2342,"Black Friday 2023",WhatsApp,B,2024-07-31,0,0,0,0.00
72634,2249,"Recuperación Carrito Abandonado",WhatsApp,A,2024-06-05,0,0,0,0.00
72635,2777,"Campaña Navidad 2023",Correo,B,2024-11-06,0,0,0,0.00
72636,2067,"Campaña Navidad 2023",Push,A,2023-06-14,0,0,0,0.00
72637,1093,"Black Friday 2023",Correo,A,2022-07-08,0,0,0,0.00
72638,2916,"VIP Exclusivo Agosto",WhatsApp,B,2022-10-04,0,0,0,0.00
72639,2082,"Campaña Navidad 2023",Push,B,2024-04-15,0,0,0,0.00
72640,2653,"Fidelización Recurrentes",Push,A,2022-04-05,0,0,0,0.00
72641,2215,"Día de la Madre 2024",WhatsApp,B,2024-03-29,1,0,0,0.00
72642,1112,"Cyber Wow Mayo 2024",WhatsApp,A,2022-10-08,0,0,0,0.00
72643,2547,"Reactivación Q1 2024",SMS,B,2024-01-12,1,0,0,0.00
72644,1918,"Black Friday 2023",WhatsApp,A,2024-04-17,1,1,0,0.00
72645,2779,"Black Friday 2023",WhatsApp,B,2023-07-29,0,0,0,0.00
72646,1707,"Black Friday 2023",WhatsApp,B,2024-04-23,0,0,0,0.00
72647,1667,"Fidelización Recurrentes",Push,B,2022-01-24,0,0,0,0.00
72648,2987,"Fidelización Recurrentes",SMS,B,2023-01-18,1,0,0,0.00
72649,1559,"Black Friday 2023",SMS,B,2024-05-20,0,0,0,0.00
72650,2670,"Black Friday 2023",Correo,B,2022-05-29,0,0,0,0.00
72651,1645,"Fidelización Recurrentes",WhatsApp,A,2024-05-08,0,0,0,0.00
72652,1884,"Día de la Madre 2024",WhatsApp,A,2023-08-21,0,0,0,0.00
72653,1835,"Bienvenida Nuevo Cliente",SMS,B,2023-06-25,0,0,0,0.00
72654,1782,"Recuperación Carrito Abandonado",WhatsApp,B,2024-04-03,0,0,0,0.00
72655,1038,"Bienvenida Nuevo Cliente",Correo,A,2023-06-16,1,0,0,0.00
72656,1779,"Recuperación Carrito Abandonado",Correo,A,2022-10-14,0,0,0,0.00
72657,2289,"Black Friday 2023",Correo,B,2022-07-17,0,0,0,0.00
72658,1953,"VIP Exclusivo Agosto",Correo,A,2023-02-12,0,0,0,0.00
72659,2018,"Reactivación Q1 2024",Push,B,2023-01-25,0,0,0,0.00
72660,2461,"Reactivación Q1 2024",SMS,A,2023-07-17,0,0,0,0.00
72661,2233,"Reactivación Q1 2024",SMS,A,2024-04-26,1,0,0,0.00
72662,2684,"Bienvenida Nuevo Cliente",Correo,B,2023-04-05,1,1,0,0.00
72663,2792,"Día de la Madre 2024",Correo,B,2023-08-21,0,0,0,0.00
72664,1488,"Cyber Wow Mayo 2024",WhatsApp,A,2022-01-10,0,0,0,0.00
72665,2135,"Cyber Wow Mayo 2024",WhatsApp,A,2023-05-09,1,0,0,0.00
72666,1291,"Recuperación Carrito Abandonado",SMS,A,2024-04-21,0,0,0,0.00
72667,2455,"Recuperación Carrito Abandonado",Correo,A,2023-10-17,0,0,0,0.00
72668,2527,"Recuperación Carrito Abandonado",Correo,B,2022-09-07,0,0,0,0.00
72669,2163,"Fidelización Recurrentes",WhatsApp,B,2022-08-11,1,0,0,0.00
72670,2413,"Campaña Navidad 2023",Push,B,2024-07-31,0,0,0,0.00
72671,1560,"Reactivación Q1 2024",Push,A,2024-09-11,0,0,0,0.00
72672,2793,"Reactivación Q1 2024",Correo,B,2022-06-20,1,0,0,0.00
72673,1462,"Reactivación Q1 2024",Correo,A,2022-06-26,1,0,0,0.00
72674,1027,"Campaña Navidad 2023",WhatsApp,A,2024-05-13,0,0,0,0.00
72675,1513,"VIP Exclusivo Agosto",SMS,B,2022-08-21,0,0,0,0.00
72676,1224,"Bienvenida Nuevo Cliente",SMS,A,2024-06-29,0,0,0,0.00
72677,1953,"Fidelización Recurrentes",Correo,A,2024-03-24,1,0,0,0.00
72678,1758,"VIP Exclusivo Agosto",Push,B,2024-04-24,0,0,0,0.00
72679,2655,"Día de la Madre 2024",SMS,B,2022-01-22,0,0,0,0.00
72680,1139,"Día de la Madre 2024",Push,B,2023-01-06,0,0,0,0.00
72681,2625,"Campaña Navidad 2023",Correo,B,2023-12-04,0,0,0,0.00
72682,1361,"Bienvenida Nuevo Cliente",Correo,B,2024-11-16,1,0,0,0.00
72683,2705,"Black Friday 2023",WhatsApp,B,2022-06-28,0,0,0,0.00
72684,2458,"VIP Exclusivo Agosto",SMS,B,2023-12-11,0,0,0,0.00
72685,1957,"Reactivación Q1 2024",Push,B,2022-07-27,1,0,0,0.00
72686,2975,"Black Friday 2023",SMS,A,2022-06-29,0,0,0,0.00
72687,1254,"Bienvenida Nuevo Cliente",Correo,A,2023-05-08,0,0,0,0.00
72688,1716,"Día de la Madre 2024",Push,A,2023-08-25,0,0,0,0.00
72689,1332,"Cyber Wow Mayo 2024",Push,B,2023-03-30,0,0,0,0.00
72690,2232,"Recuperación Carrito Abandonado",Correo,B,2023-04-24,1,0,0,0.00
72691,2557,"Black Friday 2023",Correo,A,2022-06-14,0,0,0,0.00
72692,2234,"VIP Exclusivo Agosto",SMS,B,2024-07-18,1,0,0,0.00
72693,2745,"Campaña Navidad 2023",SMS,A,2023-09-20,1,0,0,0.00
72694,1492,"Campaña Navidad 2023",SMS,A,2024-06-27,0,0,0,0.00
72695,2377,"Black Friday 2023",Push,B,2024-11-16,0,0,0,0.00
72696,1778,"Reactivación Q1 2024",SMS,A,2023-06-15,0,0,0,0.00
72697,1774,"VIP Exclusivo Agosto",Push,A,2022-02-04,1,1,0,0.00
72698,2928,"VIP Exclusivo Agosto",Correo,A,2024-09-11,1,0,0,0.00
72699,2642,"Bienvenida Nuevo Cliente",Correo,A,2024-05-31,1,0,0,0.00
72700,2716,"Black Friday 2023",Push,A,2023-07-02,1,0,0,0.00
72701,1815,"Cyber Wow Mayo 2024",Push,A,2024-07-31,0,0,0,0.00
72702,2723,"Cyber Wow Mayo 2024",Correo,A,2023-06-11,1,0,0,0.00
72703,1288,"Día de la Madre 2024",SMS,B,2024-05-14,0,0,0,0.00
72704,1676,"VIP Exclusivo Agosto",Push,A,2023-04-25,0,0,0,0.00
72705,1959,"Campaña Navidad 2023",WhatsApp,A,2022-10-20,0,0,0,0.00
72706,2498,"Bienvenida Nuevo Cliente",Correo,A,2023-10-11,0,0,0,0.00
72707,1539,"Recuperación Carrito Abandonado",SMS,A,2022-01-05,0,0,0,0.00
72708,2520,"Fidelización Recurrentes",Push,A,2024-03-08,0,0,0,0.00
72709,1223,"Black Friday 2023",Push,A,2024-09-19,1,0,0,0.00
72710,2225,"Día de la Madre 2024",WhatsApp,A,2023-05-04,1,0,0,0.00
72711,2394,"Cyber Wow Mayo 2024",Correo,A,2023-05-08,1,0,0,0.00
72712,1140,"Fidelización Recurrentes",Correo,A,2023-02-14,0,0,0,0.00
72713,1539,"Recuperación Carrito Abandonado",Push,A,2023-03-26,1,1,0,0.00
72714,1410,"Día de la Madre 2024",Correo,A,2024-08-06,1,0,0,0.00
72715,2125,"Campaña Navidad 2023",SMS,B,2023-05-03,0,0,0,0.00
72716,1528,"Fidelización Recurrentes",WhatsApp,B,2024-07-28,1,0,0,0.00
72717,2320,"Black Friday 2023",Push,A,2024-01-26,1,1,0,0.00
72718,1185,"Fidelización Recurrentes",Correo,B,2022-09-24,1,0,0,0.00
72719,1766,"Cyber Wow Mayo 2024",Push,A,2023-08-16,1,0,0,0.00
72720,1875,"Cyber Wow Mayo 2024",SMS,A,2022-02-12,0,0,0,0.00
72721,1472,"Campaña Navidad 2023",Correo,A,2023-02-18,1,0,0,0.00
72722,1188,"Día de la Madre 2024",Correo,A,2024-06-12,0,0,0,0.00
72723,2597,"Black Friday 2023",Push,B,2023-04-03,1,0,0,0.00
72724,1235,"Fidelización Recurrentes",SMS,B,2023-03-24,1,0,0,0.00
72725,2257,"Recuperación Carrito Abandonado",Push,A,2022-08-24,1,0,0,0.00
72726,1096,"VIP Exclusivo Agosto",Correo,A,2023-11-19,0,0,0,0.00
72727,1024,"Recuperación Carrito Abandonado",Push,B,2024-08-25,0,0,0,0.00
72728,2117,"Fidelización Recurrentes",WhatsApp,B,2024-07-21,0,0,0,0.00
72729,2669,"Recuperación Carrito Abandonado",SMS,B,2022-07-02,0,0,0,0.00
72730,1425,"Fidelización Recurrentes",Push,A,2023-04-28,0,0,0,0.00
72731,1088,"Fidelización Recurrentes",WhatsApp,A,2024-10-30,0,0,0,0.00
72732,2116,"Cyber Wow Mayo 2024",Correo,A,2022-11-26,0,0,0,0.00
72733,2746,"Cyber Wow Mayo 2024",WhatsApp,A,2022-11-20,0,0,0,0.00
72734,2649,"Reactivación Q1 2024",Push,B,2023-07-16,0,0,0,0.00
72735,2023,"Campaña Navidad 2023",WhatsApp,B,2023-06-16,1,0,0,0.00
72736,1961,"Campaña Navidad 2023",Push,A,2024-02-20,0,0,0,0.00
72737,2769,"Recuperación Carrito Abandonado",SMS,A,2024-11-18,0,0,0,0.00
72738,2722,"Black Friday 2023",WhatsApp,A,2023-08-16,0,0,0,0.00
72739,1676,"Campaña Navidad 2023",WhatsApp,B,2023-07-09,0,0,0,0.00
72740,2787,"Fidelización Recurrentes",Correo,A,2022-05-06,0,0,0,0.00
72741,2366,"Fidelización Recurrentes",SMS,B,2023-06-28,0,0,0,0.00
72742,2373,"Campaña Navidad 2023",Push,A,2024-03-16,1,0,0,0.00
72743,1139,"Recuperación Carrito Abandonado",Correo,A,2022-06-12,0,0,0,0.00
72744,2801,"Campaña Navidad 2023",SMS,A,2023-07-31,1,0,0,0.00
72745,2793,"Fidelización Recurrentes",SMS,A,2022-02-08,0,0,0,0.00
72746,1951,"Fidelización Recurrentes",Correo,B,2024-07-18,0,0,0,0.00
72747,2475,"Recuperación Carrito Abandonado",Correo,A,2022-12-14,1,0,0,0.00
72748,2419,"Fidelización Recurrentes",WhatsApp,A,2022-06-17,0,0,0,0.00
72749,2099,"Campaña Navidad 2023",WhatsApp,B,2024-04-24,1,0,0,0.00
72750,2002,"Recuperación Carrito Abandonado",Correo,A,2022-03-14,0,0,0,0.00
72751,2587,"Bienvenida Nuevo Cliente",Correo,A,2023-06-20,0,0,0,0.00
72752,1516,"Recuperación Carrito Abandonado",WhatsApp,A,2024-01-27,0,0,0,0.00
72753,2256,"Bienvenida Nuevo Cliente",WhatsApp,A,2024-09-17,1,0,0,0.00
72754,1063,"Fidelización Recurrentes",WhatsApp,B,2023-07-06,0,0,0,0.00
72755,1541,"VIP Exclusivo Agosto",SMS,A,2022-08-27,0,0,0,0.00
72756,1955,"Reactivación Q1 2024",WhatsApp,A,2024-07-14,1,1,0,0.00
72757,1850,"VIP Exclusivo Agosto",Push,A,2023-08-19,0,0,0,0.00
72758,1631,"Recuperación Carrito Abandonado",SMS,B,2022-04-29,0,0,0,0.00
72759,1935,"Recuperación Carrito Abandonado",SMS,A,2023-04-26,0,0,0,0.00
72760,2087,"Cyber Wow Mayo 2024",Correo,B,2022-09-11,0,0,0,0.00
72761,2512,"VIP Exclusivo Agosto",Push,B,2022-09-08,0,0,0,0.00
72762,1251,"Black Friday 2023",Correo,B,2023-11-07,0,0,0,0.00
72763,2348,"Día de la Madre 2024",Correo,B,2022-04-17,1,0,0,0.00
72764,1707,"VIP Exclusivo Agosto",Push,B,2022-01-21,1,0,0,0.00
72765,1498,"Reactivación Q1 2024",WhatsApp,B,2023-12-31,0,0,0,0.00
72766,2717,"Black Friday 2023",SMS,A,2024-11-01,1,0,0,0.00
72767,2605,"Recuperación Carrito Abandonado",WhatsApp,A,2023-08-24,0,0,0,0.00
72768,2440,"Cyber Wow Mayo 2024",Correo,A,2023-10-19,0,0,0,0.00
72769,2020,"Día de la Madre 2024",Push,A,2023-10-13,1,0,0,0.00
72770,1658,"Día de la Madre 2024",SMS,A,2024-12-04,0,0,0,0.00
72771,2924,"VIP Exclusivo Agosto",Correo,A,2022-03-30,0,0,0,0.00
72772,1069,"Cyber Wow Mayo 2024",Push,B,2024-12-03,0,0,0,0.00
72773,1367,"Cyber Wow Mayo 2024",Correo,B,2023-06-18,0,0,0,0.00
72774,1942,"Recuperación Carrito Abandonado",Correo,A,2024-08-27,0,0,0,0.00
72775,2526,"Campaña Navidad 2023",SMS,A,2023-12-08,0,0,0,0.00
72776,2607,"Cyber Wow Mayo 2024",WhatsApp,A,2024-08-09,0,0,0,0.00
72777,1516,"Cyber Wow Mayo 2024",WhatsApp,B,2023-06-28,0,0,0,0.00
72778,1968,"Recuperación Carrito Abandonado",SMS,B,2024-02-24,1,0,0,0.00
72779,1045,"VIP Exclusivo Agosto",Correo,A,2023-07-14,1,0,0,0.00
72780,2763,"VIP Exclusivo Agosto",Push,B,2023-10-26,1,0,0,0.00
72781,2883,"Campaña Navidad 2023",Correo,A,2022-02-08,0,0,0,0.00
72782,1845,"Día de la Madre 2024",Push,B,2023-10-07,0,0,0,0.00
72783,1160,"Cyber Wow Mayo 2024",Correo,B,2024-04-17,0,0,0,0.00
72784,1539,"Reactivación Q1 2024",Push,A,2022-06-01,0,0,0,0.00
72785,2881,"Reactivación Q1 2024",WhatsApp,A,2022-05-22,0,0,0,0.00
72786,2009,"Cyber Wow Mayo 2024",Correo,B,2022-12-20,1,0,0,0.00
72787,2186,"VIP Exclusivo Agosto",Correo,A,2022-12-29,0,0,0,0.00
72788,1208,"Bienvenida Nuevo Cliente",WhatsApp,A,2022-07-24,0,0,0,0.00
72789,2745,"Campaña Navidad 2023",Correo,B,2022-09-27,0,0,0,0.00
72790,2502,"VIP Exclusivo Agosto",WhatsApp,A,2024-02-29,0,0,0,0.00
72791,2959,"Cyber Wow Mayo 2024",Correo,B,2024-12-05,0,0,0,0.00
72792,1526,"Fidelización Recurrentes",Correo,A,2022-10-03,0,0,0,0.00
72793,2634,"Reactivación Q1 2024",Push,B,2024-08-30,0,0,0,0.00
72794,2062,"Recuperación Carrito Abandonado",Push,A,2022-11-27,0,0,0,0.00
72795,2055,"VIP Exclusivo Agosto",Correo,A,2024-06-22,0,0,0,0.00
72796,1122,"Reactivación Q1 2024",Push,A,2024-10-14,0,0,0,0.00
72797,1709,"Campaña Navidad 2023",Push,B,2022-04-18,1,0,0,0.00
72798,2526,"VIP Exclusivo Agosto",Push,A,2023-05-25,0,0,0,0.00
72799,2990,"Recuperación Carrito Abandonado",Push,A,2024-08-09,0,0,0,0.00
72800,2697,"Fidelización Recurrentes",WhatsApp,B,2024-12-12,0,0,0,0.00
72801,2160,"Recuperación Carrito Abandonado",SMS,B,2022-03-20,1,0,0,0.00
72802,2317,"Día de la Madre 2024",Correo,A,2024-10-02,0,0,0,0.00
72803,1061,"Recuperación Carrito Abandonado",Push,A,2022-04-26,0,0,0,0.00
72804,1652,"Reactivación Q1 2024",Push,A,2022-09-17,0,0,0,0.00
72805,1089,"Recuperación Carrito Abandonado",Push,A,2022-12-20,0,0,0,0.00
72806,2625,"Black Friday 2023",WhatsApp,A,2024-09-20,0,0,0,0.00
72807,2172,"Día de la Madre 2024",SMS,B,2023-11-03,0,0,0,0.00
72808,2544,"Fidelización Recurrentes",Push,A,2024-08-11,0,0,0,0.00
72809,2589,"Reactivación Q1 2024",WhatsApp,A,2023-07-06,0,0,0,0.00
72810,1736,"Recuperación Carrito Abandonado",WhatsApp,B,2022-05-29,0,0,0,0.00
72811,2421,"Reactivación Q1 2024",WhatsApp,B,2022-04-16,0,0,0,0.00
72812,2470,"Cyber Wow Mayo 2024",Correo,B,2024-05-24,0,0,0,0.00
72813,1776,"Black Friday 2023",Push,B,2023-11-27,1,1,0,0.00
72814,1247,"Cyber Wow Mayo 2024",WhatsApp,B,2022-02-24,1,0,0,0.00
72815,2163,"Campaña Navidad 2023",Correo,A,2022-06-18,0,0,0,0.00
72816,2836,"Black Friday 2023",Correo,B,2024-09-11,1,0,0,0.00
72817,2059,"Reactivación Q1 2024",SMS,A,2023-03-10,0,0,0,0.00
72818,1823,"Día de la Madre 2024",SMS,A,2024-02-25,1,0,0,0.00
72819,2618,"Bienvenida Nuevo Cliente",SMS,B,2022-01-04,0,0,0,0.00
72820,2161,"Recuperación Carrito Abandonado",WhatsApp,A,2023-06-11,0,0,0,0.00
72821,2750,"Bienvenida Nuevo Cliente",WhatsApp,B,2024-07-08,0,0,0,0.00
72822,1156,"VIP Exclusivo Agosto",Push,A,2023-12-12,0,0,0,0.00
72823,2459,"Fidelización Recurrentes",Correo,A,2022-02-09,1,1,0,0.00
72824,2858,"Bienvenida Nuevo Cliente",SMS,A,2022-10-18,1,0,0,0.00
72825,1600,"Día de la Madre 2024",Correo,B,2023-07-17,0,0,0,0.00
72826,2147,"VIP Exclusivo Agosto",Push,B,2023-07-30,0,0,0,0.00
72827,1813,"Reactivación Q1 2024",Push,B,2022-05-30,0,0,0,0.00
72828,1928,"Recuperación Carrito Abandonado",Push,A,2024-01-25,1,0,0,0.00
72829,2381,"Cyber Wow Mayo 2024",WhatsApp,B,2023-03-04,0,0,0,0.00
72830,1428,"VIP Exclusivo Agosto",WhatsApp,B,2023-07-15,0,0,0,0.00
72831,2650,"VIP Exclusivo Agosto",Correo,A,2022-03-13,1,0,0,0.00
72832,1840,"Fidelización Recurrentes",WhatsApp,A,2024-04-15,0,0,0,0.00
72833,2452,"Campaña Navidad 2023",Push,A,2022-10-29,0,0,0,0.00
72834,1736,"Reactivación Q1 2024",Push,A,2022-01-06,0,0,0,0.00
72835,2451,"Día de la Madre 2024",Push,A,2022-02-23,1,0,0,0.00
72836,1350,"Bienvenida Nuevo Cliente",Push,B,2022-05-04,0,0,0,0.00
72837,2517,"Reactivación Q1 2024",SMS,B,2023-11-29,0,0,0,0.00
72838,2055,"Día de la Madre 2024",WhatsApp,B,2024-11-17,0,0,0,0.00
72839,1268,"VIP Exclusivo Agosto",Push,A,2024-03-04,0,0,0,0.00
72840,2390,"Bienvenida Nuevo Cliente",WhatsApp,A,2024-04-15,0,0,0,0.00
72841,1177,"Recuperación Carrito Abandonado",WhatsApp,A,2022-10-27,0,0,0,0.00
72842,2274,"VIP Exclusivo Agosto",Push,B,2023-08-08,0,0,0,0.00
72843,1488,"Bienvenida Nuevo Cliente",SMS,B,2022-10-07,0,0,0,0.00
72844,2773,"Black Friday 2023",SMS,B,2023-06-10,1,0,0,0.00
72845,1560,"VIP Exclusivo Agosto",Correo,A,2023-01-14,1,0,0,0.00
72846,2214,"Black Friday 2023",Correo,A,2024-11-05,0,0,0,0.00
72847,2005,"Campaña Navidad 2023",SMS,A,2024-03-29,0,0,0,0.00
72848,2007,"Fidelización Recurrentes",Correo,B,2023-02-24,0,0,0,0.00
72849,1764,"Black Friday 2023",SMS,A,2024-05-19,0,0,0,0.00
72850,1225,"Bienvenida Nuevo Cliente",Push,A,2024-06-10,0,0,0,0.00
72851,2276,"Día de la Madre 2024",Push,B,2024-04-08,0,0,0,0.00
72852,1005,"Reactivación Q1 2024",WhatsApp,A,2022-05-20,0,0,0,0.00
72853,1889,"Recuperación Carrito Abandonado",WhatsApp,A,2022-09-25,0,0,0,0.00
72854,2126,"Fidelización Recurrentes",WhatsApp,A,2023-01-30,0,0,0,0.00
72855,1331,"Bienvenida Nuevo Cliente",WhatsApp,B,2022-03-09,0,0,0,0.00
72856,1507,"Campaña Navidad 2023",Correo,B,2023-03-25,0,0,0,0.00
72857,2030,"Black Friday 2023",Correo,B,2023-11-08,0,0,0,0.00
72858,1624,"Campaña Navidad 2023",Correo,B,2023-08-10,1,0,0,0.00
72859,2551,"Recuperación Carrito Abandonado",WhatsApp,B,2024-09-02,0,0,0,0.00
72860,1954,"Recuperación Carrito Abandonado",SMS,B,2024-09-17,0,0,0,0.00
72861,2615,"Bienvenida Nuevo Cliente",SMS,B,2023-08-24,0,0,0,0.00
72862,1468,"Bienvenida Nuevo Cliente",Push,A,2024-12-16,1,0,0,0.00
72863,2664,"Black Friday 2023",Push,B,2022-11-30,1,0,0,0.00
72864,2013,"Cyber Wow Mayo 2024",Push,A,2022-04-11,0,0,0,0.00
72865,2640,"Black Friday 2023",Correo,B,2024-05-31,1,0,0,0.00
72866,1140,"Fidelización Recurrentes",SMS,A,2022-01-15,1,0,0,0.00
72867,1737,"Campaña Navidad 2023",Push,B,2024-08-05,0,0,0,0.00
72868,2000,"Fidelización Recurrentes",Correo,A,2023-03-24,0,0,0,0.00
72869,1451,"Bienvenida Nuevo Cliente",SMS,A,2022-02-17,0,0,0,0.00
72870,2829,"Recuperación Carrito Abandonado",SMS,A,2022-01-20,0,0,0,0.00
72871,1941,"Cyber Wow Mayo 2024",Correo,A,2023-05-02,1,0,0,0.00
72872,2897,"Black Friday 2023",WhatsApp,A,2022-04-28,0,0,0,0.00
72873,1613,"Campaña Navidad 2023",Correo,B,2022-04-20,0,0,0,0.00
72874,1284,"Recuperación Carrito Abandonado",Correo,B,2022-07-10,0,0,0,0.00
72875,2652,"Recuperación Carrito Abandonado",SMS,A,2023-08-10,1,0,0,0.00
72876,2996,"VIP Exclusivo Agosto",Correo,B,2022-05-04,0,0,0,0.00
72877,1948,"Fidelización Recurrentes",Push,B,2023-03-21,0,0,0,0.00
72878,1796,"Cyber Wow Mayo 2024",Correo,A,2023-05-03,0,0,0,0.00
72879,2354,"Bienvenida Nuevo Cliente",Correo,A,2024-11-17,0,0,0,0.00
72880,1445,"VIP Exclusivo Agosto",SMS,B,2023-04-24,0,0,0,0.00
72881,2384,"VIP Exclusivo Agosto",WhatsApp,A,2024-06-16,1,0,0,0.00
72882,1134,"Black Friday 2023",SMS,B,2023-03-10,1,0,0,0.00
72883,2249,"Black Friday 2023",Correo,B,2022-01-30,0,0,0,0.00
72884,1438,"Black Friday 2023",Push,B,2024-09-02,1,0,0,0.00
72885,1531,"Black Friday 2023",SMS,A,2023-11-08,0,0,0,0.00
72886,2838,"Recuperación Carrito Abandonado",Correo,B,2023-07-08,1,0,0,0.00
72887,2196,"Black Friday 2023",Push,A,2022-07-21,0,0,0,0.00
72888,1632,"Recuperación Carrito Abandonado",WhatsApp,A,2022-06-26,1,0,0,0.00
72889,1165,"Fidelización Recurrentes",SMS,A,2023-12-14,1,0,0,0.00
72890,1683,"Reactivación Q1 2024",Push,A,2022-07-03,1,0,0,0.00
72891,2179,"VIP Exclusivo Agosto",WhatsApp,A,2023-09-22,0,0,0,0.00
72892,2406,"Bienvenida Nuevo Cliente",SMS,B,2023-01-26,1,0,0,0.00
72893,2732,"Día de la Madre 2024",WhatsApp,B,2024-01-19,0,0,0,0.00
72894,1552,"Fidelización Recurrentes",Correo,B,2022-11-06,0,0,0,0.00
72895,2928,"Bienvenida Nuevo Cliente",Push,B,2023-08-07,0,0,0,0.00
72896,1739,"Recuperación Carrito Abandonado",Push,A,2022-10-04,0,0,0,0.00
72897,2918,"Reactivación Q1 2024",WhatsApp,A,2024-05-19,0,0,0,0.00
72898,2889,"Fidelización Recurrentes",SMS,A,2024-10-22,0,0,0,0.00
72899,1125,"Recuperación Carrito Abandonado",WhatsApp,A,2023-10-05,1,0,0,0.00
72900,2187,"Black Friday 2023",Correo,B,2023-10-17,0,0,0,0.00
72901,1001,"Fidelización Recurrentes",WhatsApp,A,2023-05-18,0,0,0,0.00
72902,1014,"Black Friday 2023",WhatsApp,A,2023-07-29,0,0,0,0.00
72903,2763,"Fidelización Recurrentes",WhatsApp,B,2023-04-24,0,0,0,0.00
72904,2863,"Campaña Navidad 2023",Correo,A,2022-05-05,0,0,0,0.00
72905,1106,"Recuperación Carrito Abandonado",SMS,B,2024-12-31,0,0,0,0.00
72906,1927,"Campaña Navidad 2023",SMS,A,2022-07-23,0,0,0,0.00
72907,1886,"Fidelización Recurrentes",Correo,B,2024-11-10,1,1,0,0.00
72908,2730,"Fidelización Recurrentes",WhatsApp,A,2022-04-23,1,0,0,0.00
72909,1584,"Black Friday 2023",SMS,A,2022-10-26,0,0,0,0.00
72910,2754,"Reactivación Q1 2024",Correo,A,2023-05-23,1,0,0,0.00
72911,1529,"Fidelización Recurrentes",SMS,B,2024-10-07,0,0,0,0.00
72912,1800,"Día de la Madre 2024",WhatsApp,A,2024-07-19,1,0,0,0.00
72913,1790,"Reactivación Q1 2024",Push,B,2024-07-20,0,0,0,0.00
72914,1098,"Recuperación Carrito Abandonado",Push,A,2024-06-22,0,0,0,0.00
72915,2698,"Black Friday 2023",WhatsApp,B,2024-12-17,1,0,0,0.00
72916,2360,"Reactivación Q1 2024",WhatsApp,A,2024-07-27,0,0,0,0.00
72917,1265,"VIP Exclusivo Agosto",SMS,A,2022-04-15,0,0,0,0.00
72918,2882,"Día de la Madre 2024",Correo,A,2022-12-06,0,0,0,0.00
72919,1993,"Black Friday 2023",Correo,B,2024-02-05,0,0,0,0.00
72920,2936,"Campaña Navidad 2023",WhatsApp,A,2024-04-09,0,0,0,0.00
72921,2194,"Bienvenida Nuevo Cliente",Push,B,2023-02-11,1,0,0,0.00
