detalle_id,pedido_id,producto_id,cantidad,precio_unitario,descuento_aplicado,subtotal
92507,11385,255,3,1463.05,0.10,3950.23
92508,10738,163,4,530.94,0.00,2123.76
92509,12394,142,4,1645.63,0.05,6253.39
92510,11547,190,5,646.82,0.15,2748.99
92511,6596,240,2,1506.75,0.10,2712.15
92512,6169,177,5,36.22,0.00,181.10
92513,8670,235,1,1296.63,0.15,1102.14
92514,8153,198,2,2373.31,0.05,4509.29
92515,8358,144,2,1446.74,0.00,2893.48
92516,11085,284,1,2320.38,0.05,2204.36
92517,7544,187,1,2442.76,0.00,2442.76
92518,11408,237,3,1134.74,0.15,2893.59
92519,8203,294,2,2427.45,0.15,4126.66
92520,9304,232,4,1813.56,0.00,7254.24
92521,10702,238,1,2135.34,0.20,1708.27
92522,11427,153,3,1793.31,0.25,4034.95
92523,5355,137,5,301.05,0.00,1505.25
92524,6961,189,3,885.16,0.00,2655.48
92525,10039,220,2,246.34,0.00,492.68
92526,5685,125,2,1053.19,0.25,1579.79
92527,5906,203,3,1900.01,0.05,5415.03
92528,12582,261,4,419.36,0.15,1425.82
92529,5495,265,5,68.86,0.00,344.30
92530,5611,206,5,239.11,0.10,1076.00
92531,5280,295,1,1644.06,0.20,1315.25
92532,6384,143,1,988.01,0.00,988.01
92533,7911,138,1,1832.29,0.00,1832.29
92534,11286,239,3,109.05,0.25,245.36
92535,11654,140,2,1375.60,0.25,2063.40
92536,9149,180,5,943.48,0.10,4245.66
92537,9673,247,2,974.32,0.20,1558.91
92538,6368,230,1,2005.24,0.00,2005.24
92539,6777,187,1,2442.76,0.00,2442.76
92540,6764,196,4,1471.90,0.00,5887.60
92541,11613,221,3,1712.69,0.00,5138.07
92542,7595,128,3,114.43,0.00,343.29
92543,9651,293,4,1199.87,0.00,4799.48
92544,12066,255,3,1463.05,0.00,4389.15
92545,8306,132,1,1664.91,0.10,1498.42
92546,8313,102,3,1084.90,0.00,3254.70
92547,10515,131,1,2336.91,0.00,2336.91
92548,11095,177,3,36.22,0.25,81.50
92549,10759,272,4,1363.23,0.00,5452.92
92550,6636,174,5,306.10,0.10,1377.45
92551,5511,176,1,1657.31,0.15,1408.71
92552,12634,121,2,2042.46,0.20,3267.94
92553,12014,229,1,1416.93,0.10,1275.24
92554,11585,274,3,93.41,0.25,210.17
92555,6377,181,3,766.36,0.15,1954.22
92556,11170,157,3,1243.00,0.15,3169.65
92557,6029,232,5,1813.56,0.25,6800.85
92558,5026,250,3,449.73,0.15,1146.81
92559,7297,190,3,646.82,0.00,1940.46
92560,9256,118,1,406.89,0.00,406.89
92561,7503,225,1,1270.62,0.15,1080.03
92562,6414,103,5,1509.32,0.00,7546.60
92563,8353,259,2,2370.62,0.10,4267.12
92564,6308,203,2,1900.01,0.25,2850.01
92565,7892,194,3,1926.75,0.05,5491.24
92566,8722,171,3,1704.37,0.15,4346.14
92567,7464,148,4,572.20,0.05,2174.36
92568,10412,233,3,640.40,0.15,1633.02
92569,7046,103,1,1509.32,0.00,1509.32
92570,12714,276,1,1758.07,0.25,1318.55
92571,10605,141,5,993.39,0.20,3973.56
92572,9439,217,5,1763.03,0.00,8815.15
92573,9693,202,4,2407.29,0.00,9629.16
92574,10111,230,2,2005.24,0.15,3408.91
92575,8432,107,3,1171.67,0.00,3515.01
92576,12063,133,1,420.02,0.10,378.02
92577,5087,157,3,1243.00,0.00,3729.00
92578,5868,139,2,1994.29,0.00,3988.58
92579,11080,270,2,2245.24,0.00,4490.48
92580,6137,129,1,268.41,0.05,254.99
92581,9897,200,2,2486.65,0.05,4724.64
92582,9218,238,5,2135.34,0.20,8541.36
92583,8491,177,5,36.22,0.20,144.88
92584,8954,207,5,620.94,0.20,2483.76
92585,12122,152,3,1885.74,0.00,5657.22
92586,6499,192,2,1996.58,0.00,3993.16
92587,7082,144,1,1446.74,0.00,1446.74
92588,12464,150,4,397.61,0.00,1590.44
92589,7194,182,4,1551.91,0.00,6207.64
92590,11464,295,2,1644.06,0.20,2630.50
92591,7108,280,3,1665.08,0.10,4495.72
92592,7478,286,4,69.93,0.10,251.75
92593,5115,136,1,843.83,0.00,843.83
92594,10042,206,4,239.11,0.00,956.44
92595,6711,257,1,1787.40,0.15,1519.29
92596,6402,263,1,2447.20,0.05,2324.84
92597,5770,205,1,637.79,0.15,542.12
92598,5841,262,5,338.59,0.25,1269.71
92599,10542,109,3,2155.87,0.00,6467.61
92600,7144,179,3,864.43,0.20,2074.63
92601,9353,295,4,1644.06,0.05,6247.43
92602,6155,248,5,1863.86,0.00,9319.30
92603,5538,233,3,640.40,0.00,1921.20
92604,9681,179,3,864.43,0.25,1944.97
92605,12832,112,3,1270.77,0.25,2859.23
92606,9150,265,2,68.86,0.15,117.06
92607,5898,116,3,1355.08,0.10,3658.72
92608,9189,211,2,955.77,0.00,1911.54
92609,12570,255,2,1463.05,0.25,2194.57
92610,8387,192,1,1996.58,0.00,1996.58
92611,5841,269,5,1773.91,0.00,8869.55
92612,10592,186,2,1700.97,0.00,3401.94
92613,10795,104,3,2213.07,0.00,6639.21
92614,11288,207,4,620.94,0.10,2235.38
92615,10031,229,1,1416.93,0.25,1062.70
92616,6652,294,5,2427.45,0.00,12137.25
92617,12203,274,2,93.41,0.00,186.82
92618,8954,162,5,764.05,0.05,3629.24
92619,11357,192,5,1996.58,0.00,9982.90
92620,11880,156,1,2001.82,0.00,2001.82
92621,5189,135,1,1777.26,0.25,1332.94
92622,7322,257,5,1787.40,0.10,8043.30
92623,5574,251,3,947.97,0.25,2132.93
92624,7087,238,1,2135.34,0.05,2028.57
92625,12045,130,1,19.96,0.00,19.96
92626,5961,253,1,566.24,0.20,452.99
92627,11788,200,5,2486.65,0.00,12433.25
92628,6744,282,5,1272.66,0.15,5408.81
92629,8395,207,1,620.94,0.00,620.94
92630,8245,228,1,694.03,0.25,520.52
92631,5053,251,4,947.97,0.25,2843.91
92632,11942,148,3,572.20,0.00,1716.60
92633,8852,134,4,574.61,0.00,2298.44
92634,8260,224,2,80.21,0.00,160.42
92635,9378,238,3,2135.34,0.25,4804.52
92636,11438,296,1,1459.44,0.00,1459.44
92637,5514,189,2,885.16,0.10,1593.29
92638,11535,205,5,637.79,0.20,2551.16
92639,8044,160,1,773.25,0.15,657.26
92640,8754,133,3,420.02,0.20,1008.05
92641,10000,197,4,2202.77,0.25,6608.31
92642,12375,270,1,2245.24,0.15,1908.45
92643,12458,290,3,1653.02,0.00,4959.06
92644,9884,121,4,2042.46,0.20,6535.87
92645,6699,124,1,213.45,0.15,181.43
92646,6185,174,1,306.10,0.15,260.19
92647,8478,297,3,298.38,0.00,895.14
92648,10421,255,5,1463.05,0.20,5852.20
92649,8369,250,4,449.73,0.25,1349.19
92650,5417,233,4,640.40,0.00,2561.60
92651,9123,220,5,246.34,0.00,1231.70
92652,7143,131,4,2336.91,0.00,9347.64
92653,9836,130,2,19.96,0.25,29.94
92654,10493,282,4,1272.66,0.10,4581.58
92655,5350,111,3,116.37,0.25,261.83
92656,7499,154,5,2234.02,0.05,10611.59
92657,5576,125,1,1053.19,0.05,1000.53
92658,7920,126,1,288.49,0.15,245.22
92659,5570,225,4,1270.62,0.00,5082.48
92660,12627,238,2,2135.34,0.00,4270.68
92661,10018,276,4,1758.07,0.10,6329.05
92662,11146,106,5,903.02,0.00,4515.10
92663,5113,165,3,2379.36,0.20,5710.46
92664,12540,276,5,1758.07,0.10,7911.32
92665,5978,160,2,773.25,0.00,1546.50
92666,11465,151,1,1737.89,0.00,1737.89
92667,10321,133,2,420.02,0.05,798.04
92668,7021,189,3,885.16,0.00,2655.48
92669,6910,196,4,1471.90,0.00,5887.60
92670,12903,151,5,1737.89,0.10,7820.51
92671,10132,165,4,2379.36,0.00,9517.44
92672,6072,220,5,246.34,0.00,1231.70
92673,12455,129,5,268.41,0.20,1073.64
92674,6902,267,3,1987.88,0.25,4472.73
92675,10382,195,1,1062.47,0.15,903.10
92676,5395,174,5,306.10,0.20,1224.40
92677,5508,273,4,1052.32,0.20,3367.42
92678,7182,215,4,813.88,0.20,2604.42
92679,7232,225,1,1270.62,0.00,1270.62
92680,10258,154,3,2234.02,0.20,5361.65
92681,9317,244,2,201.19,0.10,362.14
92682,7793,184,3,1591.66,0.25,3581.24
92683,9884,128,3,114.43,0.25,257.47
92684,7570,234,1,302.91,0.00,302.91
92685,8460,231,2,1343.75,0.00,2687.50
92686,10212,265,5,68.86,0.25,258.23
92687,8557,161,4,1891.92,0.00,7567.68
92688,8597,160,1,773.25,0.00,773.25
92689,11710,256,5,1238.39,0.00,6191.95
92690,10037,284,1,2320.38,0.00,2320.38
92691,9092,187,5,2442.76,0.00,12213.80
92692,6472,242,2,1720.12,0.05,3268.23
92693,11752,237,3,1134.74,0.20,2723.38
92694,7608,244,2,201.19,0.10,362.14
92695,11924,130,1,19.96,0.20,15.97
92696,11761,279,1,2195.66,0.00,2195.66
92697,7570,199,3,1715.24,0.00,5145.72
92698,9221,268,1,1080.58,0.05,1026.55
92699,8402,139,2,1994.29,0.00,3988.58
92700,8105,140,5,1375.60,0.05,6534.10
92701,11690,296,3,1459.44,0.05,4159.40
92702,11932,171,5,1704.37,0.20,6817.48
92703,5273,113,3,2150.67,0.00,6452.01
92704,12274,285,3,352.36,0.00,1057.08
92705,11706,182,2,1551.91,0.20,2483.06
92706,11039,274,4,93.41,0.00,373.64
92707,5747,150,5,397.61,0.15,1689.84
92708,9726,191,5,1189.21,0.20,4756.84
92709,11828,173,1,1136.92,0.10,1023.23
92710,9330,232,4,1813.56,0.00,7254.24
92711,10202,236,2,442.97,0.00,885.94
92712,12362,220,5,246.34,0.00,1231.70
92713,8436,297,4,298.38,0.20,954.82
92714,7929,126,3,288.49,0.10,778.92
92715,10385,281,5,1191.76,0.00,5958.80
92716,12526,262,4,338.59,0.00,1354.36
92717,5224,234,4,302.91,0.00,1211.64
92718,7571,121,2,2042.46,0.20,3267.94
92719,5069,118,2,406.89,0.00,813.78
92720,7958,117,4,2081.70,0.05,7910.46
92721,6964,215,4,813.88,0.00,3255.52
92722,6495,204,3,226.11,0.25,508.75
92723,8129,276,3,1758.07,0.15,4483.08
92724,11646,240,3,1506.75,0.00,4520.25
92725,9195,126,2,288.49,0.00,576.98
92726,6705,255,5,1463.05,0.15,6217.96
92727,11703,297,3,298.38,0.10,805.63
92728,5303,127,3,1258.40,0.05,3586.44
92729,6464,125,5,1053.19,0.10,4739.36
92730,8273,202,4,2407.29,0.05,9147.70
92731,12359,150,2,397.61,0.15,675.94
92732,5747,128,3,114.43,0.05,326.13
92733,5189,112,3,1270.77,0.05,3621.69
92734,7626,239,1,109.05,0.10,98.14
92735,11326,157,1,1243.00,0.00,1243.00
92736,9995,110,2,418.96,0.15,712.23
92737,8048,112,3,1270.77,0.25,2859.23
92738,9893,176,4,1657.31,0.20,5303.39
92739,12810,123,4,1736.07,0.00,6944.28
92740,5553,157,3,1243.00,0.15,3169.65
92741,8381,265,5,68.86,0.10,309.87
92742,6229,249,1,1638.11,0.25,1228.58
92743,11744,231,3,1343.75,0.25,3023.44
92744,5915,122,2,522.39,0.25,783.59
92745,9008,257,5,1787.40,0.00,8937.00
92746,9956,144,3,1446.74,0.00,4340.22
92747,11658,239,4,109.05,0.05,414.39
92748,5454,162,2,764.05,0.05,1451.69
92749,12907,209,3,1581.90,0.15,4033.85
92750,11317,269,5,1773.91,0.25,6652.16
92751,7915,202,1,2407.29,0.05,2286.93
92752,5038,188,2,1254.94,0.00,2509.88
92753,12539,279,2,2195.66,0.00,4391.32
92754,5814,214,5,1178.45,0.20,4713.80
92755,12789,269,4,1773.91,0.25,5321.73
92756,5716,271,1,926.97,0.00,926.97
92757,9515,145,5,1877.04,0.00,9385.20
92758,8710,189,3,885.16,0.00,2655.48
92759,9474,147,5,2470.00,0.10,11115.00
92760,6816,241,5,1072.50,0.05,5094.38
92761,9616,281,1,1191.76,0.00,1191.76
92762,9512,231,5,1343.75,0.20,5375.00
92763,5277,163,3,530.94,0.10,1433.54
92764,10263,195,2,1062.47,0.15,1806.20
92765,11076,202,3,2407.29,0.00,7221.87
92766,8248,199,1,1715.24,0.15,1457.95
92767,12192,179,2,864.43,0.00,1728.86
92768,9185,256,1,1238.39,0.00,1238.39
92769,12762,241,5,1072.50,0.15,4558.12
92770,7737,103,5,1509.32,0.00,7546.60
92771,12649,228,2,694.03,0.25,1041.05
92772,10759,184,1,1591.66,0.20,1273.33
92773,6250,164,4,1599.20,0.00,6396.80
92774,12089,255,5,1463.05,0.00,7315.25
92775,5100,297,2,298.38,0.15,507.25
92776,7620,189,2,885.16,0.20,1416.26
92777,6604,149,1,1613.28,0.00,1613.28
92778,9252,181,5,766.36,0.10,3448.62
92779,5500,278,3,227.14,0.00,681.42
92780,9290,247,3,974.32,0.00,2922.96
92781,8534,170,3,2070.85,0.10,5591.29
92782,7194,283,2,615.57,0.00,1231.14
92783,11013,148,3,572.20,0.15,1459.11
92784,6530,228,5,694.03,0.25,2602.61
92785,11541,215,2,813.88,0.00,1627.76
92786,11766,163,5,530.94,0.00,2654.70
92787,10267,282,1,1272.66,0.00,1272.66
92788,10441,231,1,1343.75,0.00,1343.75
92789,8751,252,2,762.60,0.00,1525.20
92790,11275,171,2,1704.37,0.15,2897.43
92791,9982,266,4,1245.35,0.00,4981.40
92792,5689,112,2,1270.77,0.00,2541.54
92793,12190,269,4,1773.91,0.15,6031.29
92794,8498,132,3,1664.91,0.15,4245.52
92795,11065,264,4,1516.92,0.05,5764.30
92796,5598,149,4,1613.28,0.20,5162.50
92797,11484,113,4,2150.67,0.00,8602.68
92798,10966,213,4,1512.95,0.25,4538.85
92799,6926,207,3,620.94,0.25,1397.12
92800,5221,139,3,1994.29,0.20,4786.30
92801,7864,195,4,1062.47,0.00,4249.88
92802,5780,105,2,838.62,0.00,1677.24
92803,5087,254,2,2165.24,0.15,3680.91
92804,8248,285,3,352.36,0.05,1004.23
92805,7698,283,5,615.57,0.00,3077.85
92806,11309,298,1,108.90,0.25,81.68
92807,12526,113,2,2150.67,0.10,3871.21
92808,10317,267,3,1987.88,0.15,5069.09
92809,12484,138,4,1832.29,0.25,5496.87
92810,12878,166,4,485.53,0.05,1845.01
92811,6462,174,3,306.10,0.05,872.38
92812,9513,294,2,2427.45,0.00,4854.90
92813,11783,150,4,397.61,0.00,1590.44
92814,6517,120,2,357.32,0.00,714.64
92815,6528,273,4,1052.32,0.05,3998.82
92816,7482,133,1,420.02,0.10,378.02
92817,10264,241,3,1072.50,0.00,3217.50
92818,7911,107,1,1171.67,0.10,1054.50
92819,7248,156,3,2001.82,0.10,5404.91
92820,9096,201,2,956.06,0.00,1912.12
92821,9099,286,5,69.93,0.00,349.65
92822,8966,119,4,1998.83,0.00,7995.32
92823,6618,146,3,1722.59,0.05,4909.38
92824,6372,168,4,746.43,0.25,2239.29
92825,12074,275,1,1096.31,0.10,986.68
92826,6964,237,3,1134.74,0.10,3063.80
92827,10227,226,4,181.96,0.00,727.84
92828,10560,242,2,1720.12,0.15,2924.20
92829,11536,195,5,1062.47,0.10,4781.12
92830,11121,243,3,2421.72,0.00,7265.16
92831,7987,228,3,694.03,0.20,1665.67
92832,8553,195,5,1062.47,0.25,3984.26
92833,12819,298,5,108.90,0.10,490.05
92834,5026,128,2,114.43,0.00,228.86
92835,5435,230,4,2005.24,0.00,8020.96
92836,7751,209,2,1581.90,0.05,3005.61
92837,8230,297,5,298.38,0.00,1491.90
92838,9137,245,2,1210.49,0.00,2420.98
92839,11847,148,3,572.20,0.10,1544.94
92840,9757,296,4,1459.44,0.10,5253.98
92841,10502,183,4,2299.69,0.20,7359.01
92842,10719,270,3,2245.24,0.20,5388.58
92843,10442,207,1,620.94,0.00,620.94
92844,10301,108,4,1886.70,0.20,6037.44
92845,5652,137,3,301.05,0.15,767.68
92846,5917,161,1,1891.92,0.20,1513.54
92847,11001,293,2,1199.87,0.25,1799.80
92848,11756,158,3,2290.44,0.15,5840.62
92849,10119,224,5,80.21,0.10,360.94
92850,10639,177,1,36.22,0.10,32.60
92851,7625,177,2,36.22,0.20,57.95
92852,6826,274,3,93.41,0.15,238.20
92853,8861,213,1,1512.95,0.15,1286.01
92854,5675,190,3,646.82,0.10,1746.41
92855,7517,185,5,1487.37,0.25,5577.64
92856,7794,170,5,2070.85,0.00,10354.25
92857,6153,271,1,926.97,0.00,926.97
92858,5551,141,5,993.39,0.15,4221.91
92859,10425,290,5,1653.02,0.15,7025.34
92860,12683,244,5,201.19,0.25,754.46
92861,5613,197,5,2202.77,0.00,11013.85
92862,5045,198,3,2373.31,0.15,6051.94
92863,7541,279,5,2195.66,0.00,10978.30
92864,8458,253,1,566.24,0.25,424.68
92865,11644,255,5,1463.05,0.00,7315.25
92866,9542,196,4,1471.90,0.10,5298.84
92867,7476,294,1,2427.45,0.00,2427.45
92868,12679,287,5,224.99,0.20,899.96
92869,9302,298,5,108.90,0.00,544.50
92870,8088,270,1,2245.24,0.00,2245.24
92871,6319,228,5,694.03,0.00,3470.15
92872,11009,166,5,485.53,0.00,2427.65
92873,6076,255,2,1463.05,0.10,2633.49
92874,12403,300,4,757.78,0.10,2728.01
92875,8746,255,4,1463.05,0.10,5266.98
92876,9131,183,2,2299.69,0.00,4599.38
92877,5635,117,3,2081.70,0.15,5308.33
92878,11840,181,4,766.36,0.00,3065.44
92879,11059,264,3,1516.92,0.05,4323.22
92880,11582,226,2,181.96,0.15,309.33
92881,7233,286,2,69.93,0.00,139.86
92882,8317,153,1,1793.31,0.00,1793.31
92883,11820,115,3,1500.95,0.00,4502.85
92884,8033,207,2,620.94,0.25,931.41
92885,10660,260,5,298.97,0.25,1121.14
92886,8199,290,2,1653.02,0.10,2975.44
92887,9168,261,5,419.36,0.15,1782.28
92888,12887,188,4,1254.94,0.20,4015.81
92889,10393,108,3,1886.70,0.00,5660.10
92890,9882,183,4,2299.69,0.15,7818.95
92891,7953,296,5,1459.44,0.25,5472.90
92892,11692,283,2,615.57,0.00,1231.14
92893,10093,246,1,630.04,0.00,630.04
92894,7298,166,1,485.53,0.15,412.70
92895,10948,229,3,1416.93,0.20,3400.63
92896,10755,192,2,1996.58,0.00,3993.16
92897,7957,237,5,1134.74,0.05,5390.01
92898,9475,234,1,302.91,0.15,257.47
92899,8158,151,1,1737.89,0.25,1303.42
92900,12407,240,2,1506.75,0.00,3013.50
92901,8265,182,3,1551.91,0.00,4655.73
92902,7258,107,2,1171.67,0.10,2109.01
92903,8962,133,1,420.02,0.00,420.02
92904,10034,284,2,2320.38,0.10,4176.68
92905,7148,199,2,1715.24,0.25,2572.86
92906,9438,164,4,1599.20,0.10,5757.12
92907,5182,194,1,1926.75,0.25,1445.06
92908,6140,118,2,406.89,0.10,732.40
92909,10946,145,2,1877.04,0.15,3190.97
92910,7511,182,1,1551.91,0.10,1396.72
92911,9095,279,1,2195.66,0.15,1866.31
92912,11754,285,1,352.36,0.00,352.36
92913,5265,270,4,2245.24,0.00,8980.96
92914,5025,231,1,1343.75,0.00,1343.75
92915,7103,130,1,19.96,0.00,19.96
92916,9178,123,2,1736.07,0.15,2951.32
92917,7392,230,4,2005.24,0.00,8020.96
92918,6118,253,4,566.24,0.00,2264.96
92919,5364,265,2,68.86,0.15,117.06
92920,6018,260,2,298.97,0.00,597.94
92921,7753,127,5,1258.40,0.15,5348.20
92922,9013,142,4,1645.63,0.00,6582.52
92923,9011,136,5,843.83,0.00,4219.15
92924,12726,111,2,116.37,0.20,186.19
92925,9621,131,2,2336.91,0.15,3972.75
92926,12279,133,4,420.02,0.25,1260.06
92927,5373,204,1,226.11,0.10,203.50
92928,9366,147,4,2470.00,0.00,9880.00
92929,11494,277,2,176.58,0.00,353.16
92930,9224,130,1,19.96,0.00,19.96
92931,6201,272,3,1363.23,0.15,3476.24
92932,12071,188,3,1254.94,0.00,3764.82
92933,10480,103,2,1509.32,0.15,2565.84
92934,7272,129,5,268.41,0.05,1274.95
92935,8149,292,3,1397.80,0.25,3145.05
92936,8626,173,5,1136.92,0.10,5116.14
92937,10087,230,5,2005.24,0.25,7519.65
92938,5683,140,4,1375.60,0.00,5502.40
92939,10688,204,1,226.11,0.20,180.89
92940,8130,271,3,926.97,0.20,2224.73
92941,8568,201,2,956.06,0.00,1912.12
92942,9202,211,2,955.77,0.00,1911.54
92943,9125,239,2,109.05,0.25,163.57
92944,9449,265,4,68.86,0.20,220.35
92945,8035,279,2,2195.66,0.10,3952.19
92946,5707,234,3,302.91,0.15,772.42
92947,12671,201,4,956.06,0.00,3824.24
92948,8603,210,2,243.98,0.15,414.77
92949,7704,183,3,2299.69,0.10,6209.16
92950,11773,145,3,1877.04,0.00,5631.12
92951,8384,189,3,885.16,0.00,2655.48
92952,5985,238,2,2135.34,0.05,4057.15
92953,10485,168,2,746.43,0.00,1492.86
92954,6460,284,3,2320.38,0.25,5220.86
92955,12093,268,2,1080.58,0.00,2161.16
92956,5406,149,2,1613.28,0.25,2419.92
92957,7284,184,3,1591.66,0.10,4297.48
92958,12746,103,2,1509.32,0.25,2263.98
92959,7049,176,1,1657.31,0.00,1657.31
92960,12851,158,2,2290.44,0.00,4580.88
92961,5241,290,3,1653.02,0.00,4959.06
92962,10288,285,4,352.36,0.00,1409.44
92963,12646,167,2,50.29,0.20,80.46
92964,10559,274,4,93.41,0.00,373.64
92965,10320,290,2,1653.02,0.20,2644.83
92966,7514,220,4,246.34,0.05,936.09
92967,6085,261,5,419.36,0.15,1782.28
92968,9987,238,3,2135.34,0.00,6406.02
92969,6701,181,5,766.36,0.00,3831.80
92970,5211,279,1,2195.66,0.00,2195.66
92971,11082,129,2,268.41,0.00,536.82
92972,9200,224,5,80.21,0.20,320.84
92973,7640,187,3,2442.76,0.20,5862.62
92974,11063,262,2,338.59,0.00,677.18
92975,12157,123,4,1736.07,0.25,5208.21
92976,5093,285,5,352.36,0.00,1761.80
92977,12089,143,5,988.01,0.00,4940.05
92978,9953,115,3,1500.95,0.05,4277.71
92979,8095,106,2,903.02,0.00,1806.04
92980,9092,180,1,943.48,0.20,754.78
92981,11123,271,1,926.97,0.00,926.97
92982,11590,122,3,522.39,0.00,1567.17
92983,11525,261,5,419.36,0.00,2096.80
92984,7260,220,5,246.34,0.05,1170.12
92985,8784,101,1,907.15,0.00,907.15
92986,10543,218,2,1133.43,0.15,1926.83
92987,11628,104,2,2213.07,0.00,4426.14
92988,9783,112,5,1270.77,0.15,5400.77
92989,10637,156,1,2001.82,0.20,1601.46
92990,6614,101,5,907.15,0.10,4082.18
92991,6997,231,2,1343.75,0.00,2687.50
92992,12030,196,2,1471.90,0.10,2649.42
92993,6170,124,1,213.45,0.25,160.09
92994,12792,220,3,246.34,0.00,739.02
92995,11530,256,2,1238.39,0.05,2352.94
92996,8543,122,4,522.39,0.15,1776.13
92997,6623,118,2,406.89,0.20,651.02
92998,9851,130,1,19.96,0.15,16.97
92999,10137,198,5,2373.31,0.15,10086.57
93000,11017,193,3,1884.74,0.00,5654.22
93001,12774,218,5,1133.43,0.00,5667.15
93002,12467,240,5,1506.75,0.15,6403.69
93003,6933,188,4,1254.94,0.20,4015.81
93004,6507,168,1,746.43,0.20,597.14
93005,12383,196,2,1471.90,0.00,2943.80
93006,10306,210,3,243.98,0.00,731.94
93007,6904,145,2,1877.04,0.25,2815.56
93008,10897,247,2,974.32,0.00,1948.64
93009,12927,169,3,525.57,0.25,1182.53
93010,10039,172,1,176.79,0.00,176.79
93011,11004,243,4,2421.72,0.00,9686.88
93012,8934,270,2,2245.24,0.25,3367.86
93013,7123,245,1,1210.49,0.15,1028.92
93014,12732,140,3,1375.60,0.05,3920.46
93015,12809,122,4,522.39,0.00,2089.56
93016,12414,134,4,574.61,0.25,1723.83
93017,12681,225,2,1270.62,0.00,2541.24
93018,10950,262,4,338.59,0.25,1015.77
93019,9166,140,5,1375.60,0.25,5158.50
93020,5075,140,4,1375.60,0.15,4677.04
93021,11084,113,2,2150.67,0.00,4301.34
93022,12131,144,2,1446.74,0.15,2459.46
93023,8563,173,5,1136.92,0.05,5400.37
93024,6862,208,2,2078.25,0.15,3533.03
93025,5924,259,4,2370.62,0.25,7111.86
93026,11380,241,2,1072.50,0.00,2145.00
93027,6618,156,5,2001.82,0.15,8507.74
93028,7799,102,2,1084.90,0.00,2169.80
93029,6525,187,5,2442.76,0.15,10381.73
93030,12684,140,2,1375.60,0.05,2613.64
93031,12880,128,3,114.43,0.00,343.29
93032,9460,109,3,2155.87,0.00,6467.61
93033,10366,287,3,224.99,0.00,674.97
93034,11446,224,5,80.21,0.25,300.79
93035,5407,133,2,420.02,0.00,840.04
93036,9572,288,5,475.03,0.00,2375.15
93037,5068,278,5,227.14,0.25,851.77
93038,5398,233,5,640.40,0.15,2721.70
93039,9321,111,1,116.37,0.05,110.55
93040,5831,241,5,1072.50,0.00,5362.50
93041,12315,291,2,1369.29,0.00,2738.58
93042,5180,109,2,2155.87,0.20,3449.39
93043,6567,245,4,1210.49,0.00,4841.96
93044,9615,159,4,1740.36,0.10,6265.30
93045,8293,203,1,1900.01,0.00,1900.01
93046,6084,249,1,1638.11,0.25,1228.58
93047,12580,286,5,69.93,0.00,349.65
93048,10691,221,5,1712.69,0.05,8135.28
93049,9962,174,3,306.10,0.20,734.64
93050,10233,197,5,2202.77,0.00,11013.85
93051,6281,249,1,1638.11,0.00,1638.11
93052,8627,156,1,2001.82,0.05,1901.73
93053,7217,249,5,1638.11,0.00,8190.55
93054,5045,169,4,525.57,0.00,2102.28
93055,12213,227,5,461.19,0.00,2305.95
93056,6767,255,3,1463.05,0.00,4389.15
93057,5493,185,5,1487.37,0.00,7436.85
93058,12773,146,4,1722.59,0.05,6545.84
93059,11991,271,1,926.97,0.10,834.27
93060,9339,248,5,1863.86,0.25,6989.47
93061,11299,109,3,2155.87,0.15,5497.47
93062,12567,112,1,1270.77,0.10,1143.69
93063,5806,172,2,176.79,0.00,353.58
93064,8987,127,1,1258.40,0.20,1006.72
93065,6125,108,3,1886.70,0.00,5660.10
93066,8885,276,1,1758.07,0.00,1758.07
93067,6619,181,2,766.36,0.15,1302.81
93068,11099,191,3,1189.21,0.00,3567.63
93069,10484,164,4,1599.20,0.15,5437.28
93070,8052,154,4,2234.02,0.15,7595.67
93071,6028,237,3,1134.74,0.00,3404.22
93072,8145,263,5,2447.20,0.00,12236.00
93073,9649,180,2,943.48,0.10,1698.26
93074,12014,121,3,2042.46,0.15,5208.27
93075,9155,259,4,2370.62,0.00,9482.48
93076,7641,258,3,2022.94,0.20,4855.06
93077,7084,268,5,1080.58,0.15,4592.46
93078,11729,288,4,475.03,0.05,1805.11
93079,10315,259,5,2370.62,0.05,11260.44
93080,5975,104,1,2213.07,0.20,1770.46
93081,7442,146,4,1722.59,0.00,6890.36
93082,12481,147,4,2470.00,0.00,9880.00
93083,11765,232,1,1813.56,0.00,1813.56
93084,5986,183,1,2299.69,0.25,1724.77
93085,12862,208,5,2078.25,0.00,10391.25
93086,12330,153,2,1793.31,0.00,3586.62
93087,7287,225,1,1270.62,0.00,1270.62
93088,6716,197,4,2202.77,0.15,7489.42
93089,11378,109,1,2155.87,0.15,1832.49
93090,7910,225,1,1270.62,0.15,1080.03
93091,7256,215,1,813.88,0.00,813.88
93092,11278,163,1,530.94,0.00,530.94
93093,10358,214,4,1178.45,0.25,3535.35
93094,10497,259,5,2370.62,0.00,11853.10
93095,11292,231,2,1343.75,0.10,2418.75
93096,12905,171,1,1704.37,0.10,1533.93
93097,6053,137,5,301.05,0.05,1429.99
93098,5338,165,2,2379.36,0.00,4758.72
93099,5669,255,3,1463.05,0.10,3950.23
93100,6036,110,5,418.96,0.10,1885.32
93101,8882,254,4,2165.24,0.20,6928.77
93102,8367,201,3,956.06,0.00,2868.18
