sesion_id,cliente_id,fecha_sesion,fuente_trafico,dispositivo,paginas_vistas,tiempo_sesion_seg,agrego_al_carrito,realizo_compra,pagina_salida
202549,1335,2023-06-19,"Meta Ads",Desktop,6,210,0,0,Confirmación
202550,2418,2022-05-04,Orgánico,Tablet,2,1301,0,0,Inicio
202551,2471,2023-04-24,Orgánico,Tablet,19,567,0,0,Carrito
202552,1270,2022-11-01,Orgánico,Móvil,16,217,0,0,Checkout
202553,1951,2022-10-09,Correo,Desktop,18,702,1,0,Checkout
202554,1596,2024-12-08,"Meta Ads",Tablet,11,1453,0,0,Checkout
202555,NULL,2024-04-12,"TikTok Ads",Móvil,17,883,0,0,Inicio
202556,NULL,2022-02-21,Correo,Tablet,13,1098,0,0,Inicio
202557,1711,2022-02-20,Correo,Móvil,3,1334,0,0,Búsqueda
202558,NULL,2024-01-07,"Google Ads",Móvil,10,419,1,0,Producto
202559,1315,2023-07-12,Directo,Móvil,10,347,0,0,Confirmación
202560,2230,2024-08-14,Orgánico,Desktop,2,1156,0,0,Búsqueda
202561,1869,2022-02-01,Correo,Móvil,7,157,1,0,Carrito
202562,2794,2024-09-25,"TikTok Ads",Tablet,7,1536,0,0,Carrito
202563,1827,2022-02-09,"TikTok Ads",Tablet,5,840,0,0,Checkout
202564,2281,2023-09-13,Directo,Tablet,6,1620,0,0,Producto
202565,NULL,2024-08-01,Directo,Tablet,4,431,0,0,Inicio
202566,1368,2022-03-25,Directo,Móvil,16,1422,0,0,Producto
202567,2504,2023-10-18,Correo,Tablet,14,1096,1,0,Inicio
202568,2921,2024-01-29,"Meta Ads",Desktop,1,553,0,0,Checkout
202569,1467,2022-11-24,"TikTok Ads",Desktop,11,1303,1,0,Búsqueda
202570,1744,2023-10-28,Correo,Tablet,8,584,1,0,Carrito
202571,2419,2024-04-16,Orgánico,Móvil,5,1793,0,0,Inicio
202572,NULL,2022-08-22,"Meta Ads",Tablet,1,1518,0,0,Búsqueda
202573,NULL,2022-02-15,Orgánico,Desktop,18,358,1,0,Producto
202574,2009,2024-02-22,"Meta Ads",Tablet,19,1666,0,0,Búsqueda
202575,1586,2023-02-05,Directo,Desktop,20,1522,0,0,Checkout
202576,1309,2023-08-02,Directo,Móvil,5,19,0,0,Producto
202577,2075,2023-09-14,Correo,Desktop,3,75,1,0,Confirmación
202578,2999,2023-08-04,Correo,Móvil,11,1147,0,0,Búsqueda
202579,1153,2023-09-25,"TikTok Ads",Móvil,7,1292,1,1,Confirmación
202580,1929,2022-04-29,"Meta Ads",Desktop,9,1486,1,1,Confirmación
202581,2390,2024-09-13,Correo,Tablet,6,697,0,0,Producto
202582,1210,2024-03-30,"Meta Ads",Móvil,2,512,0,0,Producto
202583,1635,2022-10-29,Orgánico,Tablet,17,506,0,0,Checkout
202584,1567,2023-01-29,Directo,Tablet,12,1186,0,0,Confirmación
202585,NULL,2023-05-03,Directo,Tablet,6,1064,0,0,Carrito
202586,NULL,2022-10-21,Orgánico,Tablet,4,1288,0,0,Confirmación
202587,2106,2023-08-02,Correo,Desktop,14,877,0,0,Carrito
202588,1603,2022-07-30,"TikTok Ads",Móvil,2,1648,0,0,Carrito
202589,1681,2024-03-23,"Google Ads",Desktop,11,585,0,0,Inicio
202590,1465,2024-09-26,"TikTok Ads",Desktop,3,164,1,0,Checkout
202591,1998,2023-02-19,Correo,Móvil,16,399,1,0,Confirmación
202592,2409,2023-03-27,Orgánico,Tablet,12,1404,0,0,Confirmación
202593,1539,2024-04-08,"Google Ads",Móvil,5,111,0,0,Carrito
202594,1582,2023-04-11,"Meta Ads",Móvil,11,402,0,0,Carrito
202595,1297,2023-01-05,"Google Ads",Móvil,6,695,0,0,Búsqueda
202596,2595,2023-10-11,"Meta Ads",Desktop,2,159,0,0,Producto
202597,1747,2024-06-04,Correo,Móvil,10,127,1,1,Confirmación
202598,1083,2023-09-03,"TikTok Ads",Móvil,14,250,0,0,Carrito
202599,1681,2022-01-25,"TikTok Ads",Desktop,4,1717,1,0,Confirmación
202600,2780,2023-03-09,Correo,Tablet,18,1694,1,0,Producto
202601,2198,2023-10-24,"TikTok Ads",Desktop,6,1149,1,0,Confirmación
202602,1870,2023-06-23,"Meta Ads",Desktop,1,1617,0,0,Inicio
202603,NULL,2024-09-22,"TikTok Ads",Tablet,16,844,0,0,Carrito
202604,2845,2024-09-10,"Google Ads",Tablet,8,1561,0,0,Confirmación
202605,1583,2022-12-01,Correo,Desktop,9,832,0,0,Confirmación
202606,2303,2024-11-28,Directo,Desktop,10,971,0,0,Búsqueda
202607,1988,2023-08-13,"TikTok Ads",Móvil,12,592,0,0,Producto
202608,NULL,2023-09-05,"Meta Ads",Móvil,2,307,0,0,Checkout
202609,NULL,2024-09-14,Directo,Desktop,20,1472,0,0,Producto
202610,NULL,2022-04-25,"Meta Ads",Tablet,6,695,1,0,Inicio
202611,NULL,2023-08-08,"Google Ads",Móvil,13,1544,0,0,Búsqueda
202612,2108,2022-05-13,Correo,Tablet,11,1429,0,0,Carrito
202613,1464,2024-06-16,Correo,Móvil,10,483,0,0,Confirmación
202614,1187,2022-01-18,"Google Ads",Móvil,6,1221,0,0,Carrito
202615,1626,2024-02-01,"Google Ads",Tablet,2,1002,1,0,Inicio
202616,NULL,2024-10-27,Directo,Móvil,17,1710,0,0,Producto
202617,2981,2022-08-15,Correo,Móvil,9,1241,0,0,Producto
202618,1084,2023-11-29,Orgánico,Móvil,15,1747,1,0,Búsqueda
202619,2677,2023-03-19,Correo,Tablet,5,1506,1,0,Confirmación
202620,1629,2023-03-05,Correo,Tablet,4,245,0,0,Checkout
202621,2144,2023-10-13,"Google Ads",Tablet,7,1750,0,0,Búsqueda
202622,1727,2022-12-26,Directo,Tablet,12,448,0,0,Inicio
202623,NULL,2024-06-27,Orgánico,Móvil,17,785,0,0,Confirmación
202624,1034,2023-03-13,"Meta Ads",Desktop,8,882,1,0,Inicio
202625,2372,2023-11-09,"Google Ads",Móvil,3,336,0,0,Checkout
202626,1979,2024-04-18,Orgánico,Tablet,16,524,0,0,Checkout
202627,NULL,2023-10-17,"TikTok Ads",Móvil,18,1061,1,0,Confirmación
202628,1921,2024-06-12,Correo,Móvil,2,1111,0,0,Checkout
202629,2041,2024-03-14,Orgánico,Desktop,14,166,0,0,Checkout
202630,NULL,2024-10-04,Correo,Tablet,8,305,0,0,Producto
202631,1796,2022-01-25,Correo,Tablet,10,474,0,0,Confirmación
202632,1030,2023-01-11,Orgánico,Tablet,2,1351,0,0,Checkout
202633,2102,2022-06-16,Directo,Tablet,1,1547,1,0,Carrito
202634,1059,2023-11-28,Directo,Desktop,15,376,1,0,Confirmación
202635,NULL,2024-12-03,Directo,Móvil,12,1229,0,0,Producto
202636,1159,2022-09-02,"TikTok Ads",Tablet,13,711,0,0,Búsqueda
202637,1787,2022-11-11,"Meta Ads",Móvil,5,236,0,0,Confirmación
202638,1589,2023-11-26,Directo,Tablet,13,1149,0,0,Confirmación
202639,2199,2023-04-03,"TikTok Ads",Móvil,6,299,0,0,Producto
202640,2310,2022-07-07,"Meta Ads",Móvil,14,986,0,0,Checkout
202641,2958,2022-12-30,"TikTok Ads",Móvil,11,1098,0,0,Inicio
202642,1430,2023-07-02,Correo,Móvil,20,496,0,0,Carrito
202643,1760,2023-04-26,"Meta Ads",Móvil,14,1430,0,0,Producto
202644,1512,2022-11-11,Directo,Desktop,9,854,0,0,Confirmación
202645,2464,2023-02-24,"TikTok Ads",Tablet,5,956,1,0,Checkout
202646,2074,2022-06-07,"TikTok Ads",Móvil,5,765,0,0,Búsqueda
202647,2365,2023-09-19,Directo,Móvil,11,257,0,0,Inicio
202648,2727,2024-08-02,Directo,Tablet,5,1423,0,0,Confirmación
202649,2311,2024-07-12,"Google Ads",Desktop,13,480,1,0,Producto
202650,2644,2023-03-04,Directo,Tablet,5,1497,0,0,Confirmación
202651,1616,2022-01-08,"Meta Ads",Móvil,4,787,1,0,Checkout
202652,1142,2022-03-18,Correo,Móvil,15,1585,1,0,Producto
202653,2430,2024-08-12,Correo,Desktop,2,1734,0,0,Inicio
202654,NULL,2023-04-03,Directo,Desktop,2,1490,1,0,Búsqueda
202655,NULL,2023-10-20,"Google Ads",Tablet,8,632,0,0,Producto
202656,1315,2024-10-08,Directo,Tablet,4,1534,1,0,Checkout
202657,2827,2023-02-16,"Meta Ads",Móvil,13,1325,1,0,Carrito
202658,2793,2023-05-17,"Meta Ads",Desktop,6,989,0,0,Producto
202659,2020,2024-08-27,Orgánico,Tablet,12,556,1,0,Inicio
202660,2040,2022-09-02,Orgánico,Móvil,2,502,1,0,Producto
202661,1845,2024-12-21,"Google Ads",Desktop,3,25,0,0,Confirmación
202662,1430,2022-08-01,Directo,Desktop,6,1486,1,0,Inicio
202663,2153,2024-02-04,Orgánico,Desktop,17,1350,0,0,Confirmación
202664,2660,2023-09-28,"TikTok Ads",Tablet,12,49,0,0,Checkout
202665,1735,2024-08-27,"Google Ads",Móvil,20,1323,1,0,Confirmación
202666,2355,2024-07-27,Directo,Tablet,11,692,0,0,Checkout
202667,1028,2023-05-04,Directo,Móvil,15,799,0,0,Checkout
202668,1262,2023-05-04,Directo,Tablet,16,872,0,0,Carrito
202669,1307,2023-05-31,Correo,Móvil,1,1025,1,0,Confirmación
202670,NULL,2022-03-13,Directo,Móvil,6,992,0,0,Carrito
202671,2261,2024-08-10,"TikTok Ads",Móvil,16,1137,0,0,Confirmación
202672,2200,2023-11-28,Directo,Desktop,7,1769,1,0,Carrito
202673,1744,2022-04-23,"Meta Ads",Móvil,18,768,1,0,Búsqueda
202674,NULL,2022-06-18,Orgánico,Tablet,19,893,0,0,Checkout
202675,2141,2024-09-15,"Google Ads",Tablet,16,1393,1,0,Búsqueda
202676,1551,2023-04-14,"Google Ads",Tablet,9,304,0,0,Producto
202677,2079,2022-06-03,"TikTok Ads",Tablet,11,273,0,0,Inicio
202678,1581,2024-06-26,"TikTok Ads",Tablet,10,1722,0,0,Carrito
202679,1162,2024-04-06,Orgánico,Desktop,5,595,0,0,Producto
202680,2266,2022-06-10,"Google Ads",Móvil,19,714,1,0,Búsqueda
202681,2024,2023-02-11,"Google Ads",Tablet,4,1399,0,0,Confirmación
202682,2340,2023-02-18,Correo,Desktop,2,90,1,0,Confirmación
202683,2055,2023-01-05,Correo,Tablet,18,1583,0,0,Inicio
202684,1619,2022-01-15,Correo,Móvil,15,1415,0,0,Carrito
202685,2269,2023-11-28,Correo,Desktop,17,206,0,0,Producto
202686,2667,2023-07-12,Correo,Tablet,19,1376,1,0,Confirmación
202687,1744,2023-06-17,Orgánico,Móvil,5,1096,1,0,Inicio
202688,2207,2022-07-06,Directo,Móvil,19,565,0,0,Inicio
202689,2379,2022-08-12,Directo,Móvil,6,1742,0,0,Búsqueda
202690,1264,2022-07-24,Directo,Tablet,8,1100,1,0,Búsqueda
202691,1122,2022-01-07,"Meta Ads",Móvil,7,1278,0,0,Inicio
202692,2490,2022-12-06,"TikTok Ads",Tablet,14,650,0,0,Checkout
202693,2565,2023-01-26,"Google Ads",Móvil,10,190,0,0,Búsqueda
202694,2732,2024-12-16,Directo,Tablet,18,1077,1,0,Carrito
202695,2946,2023-05-22,"Google Ads",Móvil,18,900,0,0,Confirmación
202696,2063,2023-04-19,"TikTok Ads",Móvil,4,1383,1,0,Confirmación
202697,2575,2024-12-16,Orgánico,Desktop,15,1616,0,0,Carrito
202698,1906,2022-08-08,"Meta Ads",Desktop,2,1669,1,0,Confirmación
202699,2316,2024-04-18,Directo,Tablet,6,85,0,0,Confirmación
202700,1663,2023-03-10,"Meta Ads",Tablet,14,135,1,0,Inicio
202701,NULL,2024-04-23,"Meta Ads",Tablet,18,886,0,0,Producto
202702,2241,2024-05-08,Orgánico,Tablet,18,1524,0,0,Checkout
202703,1518,2024-08-16,"Meta Ads",Desktop,14,286,0,0,Búsqueda
202704,2542,2023-08-08,Orgánico,Tablet,13,981,0,0,Búsqueda
202705,1377,2022-06-08,"Google Ads",Desktop,20,1606,0,0,Inicio
202706,2552,2023-07-14,"Google Ads",Móvil,16,1391,0,0,Inicio
202707,2660,2023-03-15,Correo,Móvil,18,496,1,0,Carrito
202708,NULL,2022-01-08,"Google Ads",Móvil,15,1051,1,0,Búsqueda
202709,2418,2022-09-09,"TikTok Ads",Móvil,18,1665,0,0,Carrito
202710,2673,2024-10-22,"Google Ads",Desktop,8,1792,0,0,Confirmación
202711,1535,2023-12-12,"Google Ads",Móvil,10,416,0,0,Búsqueda
202712,1924,2024-05-29,Correo,Desktop,4,1138,0,0,Confirmación
202713,2797,2022-10-03,"Meta Ads",Móvil,14,298,1,0,Búsqueda
202714,1920,2022-10-12,Correo,Desktop,3,1010,0,0,Carrito
202715,NULL,2024-11-03,"TikTok Ads",Desktop,18,23,0,0,Carrito
202716,1651,2024-09-02,Directo,Tablet,19,761,1,0,Inicio
202717,2753,2023-09-03,"Google Ads",Tablet,13,49,1,1,Confirmación
202718,2555,2023-04-14,Orgánico,Móvil,6,511,1,0,Búsqueda
202719,1669,2022-07-13,"Meta Ads",Tablet,15,297,0,0,Producto
202720,1764,2024-09-07,"Meta Ads",Desktop,18,582,0,0,Checkout
202721,2616,2022-01-07,"Google Ads",Tablet,3,462,0,0,Carrito
202722,1839,2024-07-24,Directo,Desktop,15,1025,0,0,Producto
202723,2127,2023-02-07,Correo,Tablet,13,828,0,0,Inicio
202724,2958,2022-12-03,"Meta Ads",Móvil,3,1777,0,0,Checkout
202725,2140,2024-02-24,"Meta Ads",Tablet,20,1280,0,0,Carrito
202726,1247,2024-11-15,Correo,Móvil,19,353,1,0,Confirmación
202727,NULL,2024-07-09,"Google Ads",Móvil,17,954,1,0,Carrito
202728,2506,2023-05-28,Orgánico,Móvil,2,1138,0,0,Carrito
202729,2955,2024-04-09,Correo,Tablet,11,1765,0,0,Carrito
202730,NULL,2022-04-18,"Google Ads",Móvil,11,1761,0,0,Búsqueda
202731,1758,2022-03-15,"Google Ads",Tablet,14,1318,0,0,Confirmación
202732,1004,2023-12-17,Orgánico,Desktop,3,137,1,1,Confirmación
202733,1387,2024-01-01,"TikTok Ads",Desktop,6,168,0,0,Checkout
202734,1713,2024-01-25,Directo,Desktop,13,10,0,0,Inicio
202735,1620,2023-01-19,"Google Ads",Móvil,10,299,1,0,Checkout
202736,1138,2022-11-17,"TikTok Ads",Móvil,1,555,1,0,Búsqueda
202737,1799,2022-01-18,"Meta Ads",Desktop,15,858,0,0,Checkout
202738,2895,2023-05-26,Orgánico,Móvil,17,1387,1,0,Búsqueda
202739,NULL,2023-01-02,Correo,Móvil,10,819,0,0,Búsqueda
202740,1992,2023-10-27,Directo,Tablet,4,1509,0,0,Búsqueda
202741,NULL,2022-11-19,Orgánico,Desktop,6,840,1,0,Checkout
202742,1002,2022-06-24,Correo,Móvil,13,1356,0,0,Búsqueda
202743,1933,2022-07-13,"Google Ads",Móvil,13,1645,0,0,Carrito
202744,2579,2023-04-16,Correo,Móvil,14,285,0,0,Inicio
202745,NULL,2024-03-10,Correo,Desktop,17,1404,0,0,Confirmación
202746,2963,2023-04-02,"TikTok Ads",Móvil,7,582,0,0,Inicio
202747,NULL,2024-03-15,"TikTok Ads",Móvil,6,1156,1,0,Carrito
202748,NULL,2024-01-22,Directo,Desktop,2,1798,0,0,Búsqueda
202749,1986,2024-09-25,"Google Ads",Tablet,10,685,1,0,Producto
202750,1601,2022-10-08,"Meta Ads",Móvil,13,1142,0,0,Confirmación
202751,2940,2024-11-29,Correo,Desktop,17,754,0,0,Producto
202752,NULL,2022-12-22,Orgánico,Tablet,3,876,0,0,Carrito
202753,2032,2024-12-12,Orgánico,Tablet,8,1036,0,0,Inicio
202754,1207,2024-07-01,Correo,Móvil,11,1445,0,0,Inicio
202755,1017,2024-11-20,"TikTok Ads",Móvil,6,1459,0,0,Búsqueda
202756,NULL,2024-02-05,"TikTok Ads",Móvil,20,822,0,0,Inicio
202757,1033,2023-11-17,Correo,Desktop,2,1616,1,0,Carrito
202758,1863,2023-10-23,"Google Ads",Desktop,14,1006,0,0,Producto
202759,2116,2023-11-26,"TikTok Ads",Desktop,18,1781,0,0,Confirmación
202760,2472,2022-05-21,Orgánico,Tablet,13,474,0,0,Confirmación
202761,2794,2023-04-12,"Google Ads",Móvil,9,1763,0,0,Checkout
202762,2581,2022-04-05,Correo,Tablet,6,943,1,0,Inicio
202763,1346,2024-07-21,Directo,Móvil,3,519,1,0,Confirmación
202764,NULL,2023-02-27,Correo,Móvil,2,1036,1,0,Producto
202765,2281,2024-08-11,"TikTok Ads",Móvil,6,318,1,0,Inicio
202766,2523,2024-02-10,"Meta Ads",Desktop,18,372,0,0,Checkout
202767,2906,2024-02-11,Orgánico,Tablet,1,566,0,0,Checkout
202768,2671,2024-01-25,"TikTok Ads",Tablet,12,949,0,0,Checkout
202769,2381,2023-03-24,"Google Ads",Tablet,15,732,1,0,Producto
202770,1849,2023-02-24,"Google Ads",Desktop,18,1252,0,0,Búsqueda
202771,1680,2024-06-01,"Meta Ads",Tablet,6,611,0,0,Producto
202772,NULL,2023-03-29,Directo,Desktop,10,205,1,0,Búsqueda
202773,NULL,2022-03-31,Orgánico,Tablet,4,34,1,0,Checkout
202774,NULL,2023-01-18,Correo,Desktop,14,1598,1,0,Producto
202775,2447,2023-07-09,"Meta Ads",Desktop,5,25,1,0,Confirmación
202776,1874,2023-11-10,Orgánico,Tablet,5,285,1,0,Producto
202777,1656,2022-01-30,Directo,Desktop,2,1707,0,0,Confirmación
202778,1297,2022-07-24,"Meta Ads",Móvil,2,1129,1,0,Búsqueda
202779,2373,2022-07-06,Directo,Desktop,19,1421,0,0,Búsqueda
202780,1412,2024-05-31,Correo,Desktop,5,1556,0,0,Búsqueda
202781,2502,2024-07-28,Directo,Desktop,19,1329,0,0,Confirmación
202782,1053,2022-10-13,"TikTok Ads",Tablet,15,219,1,0,Búsqueda
202783,1268,2024-04-10,"Google Ads",Tablet,7,1776,1,0,Búsqueda
202784,1285,2022-09-13,"TikTok Ads",Desktop,6,918,1,0,Checkout
202785,1019,2022-06-10,Correo,Tablet,2,219,0,0,Búsqueda
202786,2654,2024-06-26,Correo,Desktop,2,239,0,0,Producto
202787,NULL,2024-09-03,"Google Ads",Tablet,20,760,0,0,Inicio
202788,2806,2024-01-11,Directo,Desktop,4,389,1,0,Búsqueda
202789,2892,2023-12-18,"TikTok Ads",Tablet,15,1693,0,0,Búsqueda
202790,2297,2024-01-16,Orgánico,Desktop,10,1599,0,0,Producto
202791,1237,2024-01-19,"TikTok Ads",Desktop,19,524,1,0,Inicio
202792,1590,2024-03-10,Orgánico,Tablet,5,1798,1,0,Confirmación
202793,1658,2023-06-28,"TikTok Ads",Móvil,8,1136,1,0,Producto
202794,NULL,2022-09-27,"Google Ads",Tablet,7,1550,0,0,Producto
202795,NULL,2024-08-16,"TikTok Ads",Tablet,7,834,0,0,Búsqueda
202796,2405,2023-11-05,"Google Ads",Móvil,2,563,0,0,Producto
202797,1050,2023-11-10,Orgánico,Tablet,19,499,0,0,Producto
202798,2562,2023-10-27,Correo,Móvil,5,1269,0,0,Carrito
202799,2102,2022-11-25,"Google Ads",Móvil,2,844,0,0,Inicio
202800,NULL,2022-11-03,Orgánico,Desktop,8,337,0,0,Búsqueda
202801,2951,2024-05-27,"Meta Ads",Tablet,17,1354,0,0,Producto
202802,1120,2023-05-25,"Meta Ads",Tablet,3,929,0,0,Carrito
202803,2162,2022-08-02,Correo,Tablet,20,537,1,0,Producto
202804,2527,2023-12-24,"Google Ads",Desktop,9,1206,0,0,Confirmación
202805,2385,2023-01-08,Directo,Tablet,9,640,0,0,Producto
202806,2236,2022-05-18,Correo,Tablet,17,1768,1,0,Checkout
202807,2366,2023-12-25,Orgánico,Móvil,13,557,1,0,Confirmación
202808,2797,2024-12-24,Correo,Desktop,16,1081,0,0,Carrito
202809,1257,2024-11-21,Correo,Móvil,2,596,1,0,Carrito
202810,2418,2022-04-09,"TikTok Ads",Móvil,5,83,1,0,Carrito
202811,2746,2024-08-12,"TikTok Ads",Desktop,2,341,1,0,Inicio
202812,2982,2023-07-22,"Meta Ads",Desktop,4,1019,0,0,Confirmación
202813,2760,2022-05-28,Orgánico,Tablet,13,124,1,0,Checkout
202814,1643,2023-11-24,"TikTok Ads",Desktop,7,1236,0,0,Carrito
202815,1719,2024-04-21,Correo,Desktop,9,861,1,0,Carrito
202816,2350,2023-04-23,"Meta Ads",Móvil,17,527,1,0,Checkout
202817,2866,2023-04-29,Orgánico,Móvil,14,407,0,0,Inicio
202818,1374,2024-07-19,Directo,Desktop,11,1574,0,0,Producto
202819,1877,2023-11-11,Directo,Desktop,7,1683,0,0,Carrito
202820,2080,2023-12-01,"Google Ads",Móvil,16,294,0,0,Confirmación
202821,2709,2024-11-10,Correo,Desktop,4,707,0,0,Carrito
202822,2551,2023-03-22,"TikTok Ads",Móvil,9,958,0,0,Búsqueda
202823,1002,2023-01-04,Orgánico,Desktop,12,937,1,0,Inicio
202824,NULL,2022-02-01,Correo,Móvil,12,567,1,0,Checkout
202825,1322,2024-10-25,"Meta Ads",Móvil,19,1438,1,0,Checkout
202826,2504,2023-04-22,Directo,Móvil,7,1636,0,0,Checkout
202827,NULL,2023-11-07,Directo,Tablet,15,1707,1,1,Confirmación
202828,1483,2022-05-13,Correo,Tablet,15,1523,1,0,Checkout
202829,2085,2023-09-03,Orgánico,Móvil,7,180,0,0,Producto
202830,1948,2024-12-28,"TikTok Ads",Móvil,20,440,1,0,Producto
202831,1078,2023-09-09,"Google Ads",Desktop,16,305,0,0,Carrito
202832,1894,2022-01-21,"Meta Ads",Móvil,16,292,0,0,Confirmación
202833,2575,2024-06-22,"TikTok Ads",Desktop,11,503,0,0,Carrito
202834,1694,2022-07-16,"Meta Ads",Desktop,13,1586,0,0,Carrito
202835,NULL,2022-02-09,"TikTok Ads",Móvil,11,884,0,0,Producto
202836,1898,2023-03-09,"Google Ads",Móvil,5,41,0,0,Checkout
202837,1860,2024-08-26,Orgánico,Tablet,14,72,1,1,Confirmación
202838,NULL,2024-10-23,"Google Ads",Tablet,4,863,0,0,Inicio
202839,1813,2024-10-28,"TikTok Ads",Móvil,16,1592,1,0,Búsqueda
202840,2032,2024-11-10,"Meta Ads",Tablet,14,948,0,0,Búsqueda
202841,1347,2022-04-09,"Google Ads",Tablet,20,449,0,0,Búsqueda
202842,1979,2024-03-03,Directo,Desktop,20,1522,0,0,Carrito
202843,2045,2023-11-25,Orgánico,Tablet,14,752,0,0,Inicio
202844,NULL,2022-02-09,"TikTok Ads",Tablet,9,1467,0,0,Confirmación
202845,1341,2023-07-10,"Meta Ads",Móvil,16,1298,0,0,Carrito
202846,1650,2023-12-03,Orgánico,Tablet,11,1302,0,0,Checkout
202847,2189,2024-06-12,Orgánico,Móvil,11,297,0,0,Checkout
202848,1377,2023-08-29,"Meta Ads",Tablet,18,415,1,0,Búsqueda
202849,2235,2023-07-06,Orgánico,Móvil,10,901,0,0,Inicio
202850,2857,2023-03-23,"TikTok Ads",Tablet,15,685,1,0,Producto
202851,NULL,2022-02-09,Orgánico,Móvil,14,337,0,0,Carrito
202852,1121,2022-01-27,"Google Ads",Desktop,18,1126,0,0,Checkout
202853,1727,2022-06-25,"Meta Ads",Desktop,1,1782,0,0,Búsqueda
202854,1638,2022-09-14,"Meta Ads",Móvil,8,973,0,0,Búsqueda
202855,1176,2024-07-03,"Meta Ads",Móvil,6,60,1,0,Producto
202856,2084,2023-04-09,"Meta Ads",Móvil,6,678,0,0,Búsqueda
202857,2739,2023-11-04,Orgánico,Desktop,7,1338,0,0,Confirmación
202858,2510,2023-06-19,"Google Ads",Móvil,14,1698,0,0,Checkout
202859,2345,2024-11-25,"Google Ads",Desktop,17,1224,0,0,Carrito
202860,2964,2024-12-14,"Google Ads",Móvil,1,1230,0,0,Checkout
202861,NULL,2023-03-21,"Meta Ads",Desktop,8,531,0,0,Producto
202862,NULL,2023-08-04,Orgánico,Móvil,20,341,0,0,Checkout
202863,1829,2022-12-20,"Google Ads",Móvil,16,1659,0,0,Búsqueda
202864,1903,2023-06-30,Orgánico,Tablet,15,111,0,0,Checkout
202865,2907,2022-02-18,Correo,Móvil,6,1424,0,0,Checkout
202866,1219,2023-11-17,Correo,Tablet,12,225,1,0,Producto
202867,1304,2023-04-11,"Meta Ads",Móvil,14,1011,0,0,Checkout
202868,2941,2024-08-22,Correo,Móvil,10,884,1,1,Confirmación
202869,NULL,2023-07-11,Directo,Desktop,11,1698,0,0,Carrito
202870,1685,2023-03-18,"TikTok Ads",Móvil,10,647,0,0,Checkout
202871,1605,2022-12-20,"TikTok Ads",Tablet,14,715,1,0,Confirmación
202872,2146,2022-06-06,"TikTok Ads",Tablet,6,965,0,0,Confirmación
202873,1946,2023-11-09,Correo,Móvil,16,788,0,0,Carrito
202874,2151,2022-01-24,"TikTok Ads",Desktop,17,994,0,0,Confirmación
202875,1208,2024-12-26,"TikTok Ads",Móvil,14,417,0,0,Inicio
202876,2322,2024-11-05,"Google Ads",Desktop,18,558,0,0,Inicio
202877,2740,2023-12-22,Correo,Desktop,19,1726,0,0,Producto
202878,2364,2023-10-22,Directo,Desktop,2,1293,0,0,Checkout
202879,1568,2024-08-21,Correo,Tablet,6,1430,1,0,Confirmación
202880,1904,2023-06-06,"Meta Ads",Tablet,16,1728,1,0,Producto
202881,1817,2022-06-18,"Google Ads",Móvil,1,430,1,0,Inicio
202882,2578,2022-11-18,Directo,Desktop,16,913,0,0,Búsqueda
202883,2221,2022-08-17,"Meta Ads",Tablet,13,665,0,0,Carrito
202884,1447,2024-12-11,Orgánico,Móvil,7,169,0,0,Búsqueda
202885,1845,2023-03-26,"Google Ads",Móvil,20,1755,1,0,Checkout
202886,1996,2023-03-20,"TikTok Ads",Desktop,17,1782,1,0,Inicio
202887,2287,2024-02-02,"Meta Ads",Tablet,9,40,0,0,Confirmación
202888,2859,2022-08-17,Orgánico,Tablet,2,881,0,0,Producto
202889,1765,2022-10-14,Orgánico,Tablet,17,842,0,0,Búsqueda
202890,2255,2023-03-27,Directo,Móvil,17,1686,1,0,Producto
202891,2008,2022-07-12,Orgánico,Móvil,2,1168,0,0,Producto
202892,1474,2023-07-06,"Google Ads",Desktop,4,454,0,0,Checkout
202893,NULL,2024-01-27,"Google Ads",Móvil,11,700,0,0,Producto
202894,2655,2024-04-09,"TikTok Ads",Desktop,14,982,0,0,Checkout
202895,2314,2024-12-02,Correo,Desktop,6,676,0,0,Checkout
202896,1894,2022-06-04,"Meta Ads",Tablet,15,1130,0,0,Inicio
202897,1380,2022-01-02,"TikTok Ads",Tablet,17,358,0,0,Producto
202898,1886,2024-06-17,"TikTok Ads",Desktop,12,445,1,0,Carrito
202899,1356,2022-08-21,"Google Ads",Desktop,14,1593,1,0,Confirmación
202900,2358,2022-01-29,Directo,Móvil,13,13,0,0,Búsqueda
202901,2860,2023-09-23,Directo,Móvil,14,105,1,0,Producto
202902,1904,2022-12-28,"Meta Ads",Móvil,3,832,1,1,Confirmación
202903,2284,2022-08-07,Correo,Móvil,19,1211,0,0,Producto
202904,2686,2024-04-20,"Google Ads",Tablet,14,470,1,0,Producto
202905,1942,2023-09-27,"Google Ads",Desktop,2,764,0,0,Producto
202906,2921,2024-10-08,Orgánico,Tablet,9,815,1,0,Confirmación
202907,2008,2023-02-18,Orgánico,Móvil,6,1122,1,0,Confirmación
202908,1088,2023-04-16,"TikTok Ads",Tablet,17,1236,0,0,Producto
202909,2012,2023-02-18,"Meta Ads",Móvil,7,1549,1,0,Producto
202910,1622,2023-03-27,"Google Ads",Desktop,11,672,0,0,Búsqueda
202911,1316,2023-11-16,"Google Ads",Móvil,14,981,0,0,Producto
